Source,Target,weight
lighthouse6206,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
FlatplaneJayne,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
laurfrd,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
EdDale777,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
CrashingNight,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
Enterta74460991,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
Xperienced1,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
MarioVottero,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
NursesTexas,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
ShiriYung,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
luis_coelh,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
con_sosa,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
sufi_shamrock,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
M1fJXK76CRnduOX,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
dianrandles,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
annagaranin,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
xenosstinkriti,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
StormieNighte,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
maga_cdr,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
eitapelana,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
DrJeromeDC,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
kebede_zayda,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
berntsen_audun,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
franky__U,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
PINKYPIE41,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
NoEasyBrushOff,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
House_of_Henke,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
KaiLightBringer,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
Samurai05078447,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
yaboyovens,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
fox1376y,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
ZitaAzema,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
iambiiishop,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
DLaszczuk,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
scruten_eyes,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
Abuosamahaziz,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
FallInToronto,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
vbrs4404,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
TheBeatMasta,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
scamdemonium,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
dailylight6,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
QuokkaMimi,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
pecandust98,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
jocelynnbaby1,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
Unaffraid1,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
WaldonJulie,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
chad98593797,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
baKLo,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
Samasam08964140,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
SebekTravis,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
A_X9O,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
GargamelAzrael1,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
Caitlin66857397,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
wl7_,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
MayaOlmec,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
duanedonna2017,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
worldhighballer,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
Severngirl99,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
TheDogsOfWar11,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
viviennepitty,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
nopetousername,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
rickesr,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
revgohogsgo,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
rozboody,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
JDS9952398,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
Myconautica,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
Pallen18Paxton,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
antonio68139370,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
EvanWCraig,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
cabolovedifogo,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
TrueNor55031884,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
Mick_Daggah,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
stopcovid84,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
Patrici26077567,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
00RedBoar,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
ADWright3,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
tshepo27robert,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
SandraMeireles2,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
Sportyfan16,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
Clare80225563,richardursomd,"RT @richardursomd: Is the vaccine safe?? Yes, absolutely it’s .....

No worries, just a little vasovagal https://t.co/9GWinEZRxe"
bswhealth_Templ,hash2hash,"RT @hash2hash: The kids we take care of have the super powers that amaze us every day but today, the Pedi GI team got a shot of a special s…"
VaNiPaLeTi,hash2hash,"RT @hash2hash: The kids we take care of have the super powers that amaze us every day but today, the Pedi GI team got a shot of a special s…"
TheFnVoor,SuicideSeattle,RT @SuicideSeattle: The only thing more obvious than Democrats cheating is the media pretending it didn't happen. #stopthesteal #seattle #k…
AJ13962042,SuicideSeattle,RT @SuicideSeattle: The only thing more obvious than Democrats cheating is the media pretending it didn't happen. #stopthesteal #seattle #k…
Kelfalala,SuicideSeattle,"RT @SuicideSeattle: .@HawleyMO ""74 Million Americans are not going to shut up"" #stopthesteal  #seattle #kingcounty #Washington #billgates #…"
Belle4Texas,TruthBegetsLife,"RT @TruthBegetsLife: ""It'll take a few weeks for me to have some immunity, but I definitely feel safer knowing that me and my coworkers wil…"
DIGITALDECODED1,TruthBegetsLife,"RT @TruthBegetsLife: ""It'll take a few weeks for me to have some immunity, but I definitely feel safer knowing that me and my coworkers wil…"
TruthBegetsLife,TruthBegetsLife,"RT @TruthBegetsLife: ""It'll take a few weeks for me to have some immunity, but I definitely feel safer knowing that me and my coworkers wil…"
Scimitar_SS,Scimitar_SS,"RT @Scimitar_SS: Hundreds employees infected with CCP virus after taking vaccine

This is your (n + 1)th reminder that vaccines give u dise…"
Sirisha69572042,Scimitar_SS,"RT @Scimitar_SS: Hundreds employees infected with CCP virus after taking vaccine

This is your (n + 1)th reminder that vaccines give u dise…"
Jo_bt_Light,Trumpsta17,RT @Trumpsta17: It astonishes me how many Aussies are complete morons. I don't understand
Rentruther77,Trumpsta17,RT @Trumpsta17: It astonishes me how many Aussies are complete morons. I don't understand
tyrelle123,Trumpsta17,RT @Trumpsta17: It astonishes me how many Aussies are complete morons. I don't understand
David24037429,Trumpsta17,RT @Trumpsta17: It astonishes me how many Aussies are complete morons. I don't understand
AnotherQanon,Trumpsta17,RT @Trumpsta17: It astonishes me how many Aussies are complete morons. I don't understand
techsilver,Trumpsta17,RT @Trumpsta17: It astonishes me how many Aussies are complete morons. I don't understand https://t.co/HNiUPgsr4h
CherryA55893558,Trumpsta17,RT @Trumpsta17: It astonishes me how many Aussies are complete morons. I don't understand
Carolyne_BM,Trumpsta17,RT @Trumpsta17: It astonishes me how many Aussies are complete morons. I don't understand
sportingtours,Trumpsta17,RT @Trumpsta17: It astonishes me how many Aussies are complete morons. I don't understand
LeeHarveyOzmond,brianlilley,RT @brianlilley: Some of the loudest voices on Twitter are anti-vaxxers. They might even make you think their viewpoint is widely held. Pol…
TedSchneider,brianlilley,RT @brianlilley: Some of the loudest voices on Twitter are anti-vaxxers. They might even make you think their viewpoint is widely held. Pol…
ladee_j,brianlilley,RT @brianlilley: Some of the loudest voices on Twitter are anti-vaxxers. They might even make you think their viewpoint is widely held. Pol…
MassMan44,brianlilley,RT @brianlilley: Some of the loudest voices on Twitter are anti-vaxxers. They might even make you think their viewpoint is widely held. Pol…
linZlou2u,brianlilley,RT @brianlilley: Some of the loudest voices on Twitter are anti-vaxxers. They might even make you think their viewpoint is widely held. Pol…
trevor_merrell,brianlilley,RT @brianlilley: Some of the loudest voices on Twitter are anti-vaxxers. They might even make you think their viewpoint is widely held. Pol…
Andrew56980704,brianlilley,RT @brianlilley: Some of the loudest voices on Twitter are anti-vaxxers. They might even make you think their viewpoint is widely held. Pol…
