Source,Target
1340456962039930889,1340451893898858496
1340456835183210496,1340422878865616896
1340455995470991361,1340426883993890816
1340452945637339136,1340428343859163142
1340451893898858496,1340435317694840832
1340451480063647744,1340450978739400707
1340450978739400707,1340449554118942722
1340449554118942722,1340435569017548802
1340448072837586944,1340447498956140544
1340447498956140544,1340426474214608896
1340446445300805644,1340432268087750664
1340445553751171075,1340444920683896836
1340444920683896836,1340444051116498945
1340444051116498945,1340443192655790080
1340443192655790080,1340434176038854658
1340442398300758017,1340435035216855044
1340440897775935488,1340440410976612355
1340440410976612355,1340439467862188034
1340439467862188034,1340438034194567170
1340438034194567170,1340436399045144577
1340437210215149568,1340436571946889216
1340436571946889216,1340435830163329026
1340436399045144577,1340435830163329026
1340435830163329026,1340435008834723847
1340435569017548802,1340433784139870211
1340435317694840832,1340434455132073985
1340435035216855044,1340431860904701955
1340435008834723847,1340432079436320769
1340434455132073985,1340433784139870211
1340434176038854658,1340431165841428486
1340433784139870211,1340431250486665216
1340433014417985536,1340432524019953665
1340432524019953665,1340431860904701955
1340432268087750664,1340429168543150081
1340432079436320769,1340429744496668679
1340431860904701955,1340431165841428486
1340431250486665216,1340429744496668679
1340431165841428486,1340428865483780096
1340429744496668679,1340429168543150081
1340429531539238912,1340428014786670597
1340429168543150081,1340427479744471043
1340428865483780096,1340427021940379649
1340428343859163142,1340426271831060480
1340428126732644352,1340428014786670597
1340428014786670597,1340427021940379649
1340427479744471043,1340426013671645191
1340427021940379649,1340425600822087681
1340426883993890816,1340426013671645191
1340426474214608896,1340425093651030023
1340426271831060480,1340426013671645191
1340426013671645191,1340425093651030023
1340425600822087681,1340424356967690242
1340425285129396224,1340424411321688064
1340425093651030023,1340424356967690242
1340424411321688064,1340424133037973508
1340424356967690242,1340420807600828418
1340424308292804608,1340424133037973508
1340424133037973508,1340423887956414466
1340424044408164356,1340421780712943617
1340423887956414466,1340422056534548481
1340422878865616896,1340413177511686146
1340422056534548481,1340421542879047681
1340421780712943617,1340419775038681098
1340421542879047681,1340419775038681098
1340420409519443973,1340420079935209475
1340420079935209475,1340418104002797571
1340420060792451072,1340419775038681098
1340419775038681098,1340418895950319618
1340419218999812097,1340418038038970373
1340418895950319618,1340418038038970373
1340418580039528448,1340416803625967617
1340418328481980417,1340416803625967617
1340418104002797571,1340417593568620548
1340416803625967617,1340409103043182592
1340285294289932289,1340112876686684162
1340298802855620617,1339964673190346752
1340407687889125376,1340407481478963200
1340351486270828545,1340011506465955840
1340838511537254400,1338872945989603330
1340471272896126979,1340398201829007362
1340470785346035713,1340391271777505280
1340459436935159808,1340398201829007362
1340399206956187648,1340398565248610307
1340398565248610307,1340398201829007362
1340398201829007362,1340391271777505280
1340375397142310915,1340339054613725191
1340344836034072576,1340220268304842752
1340339054613725191,1340123063724195846
1340339054613725191,1340123063724195846
1340417881620819969,1340349737774555138
1340387130183397376,1340368725510397952
1340368725510397952,1340350512449908736
1340358467215892481,1340357989287546886
1340356113770958848,1340350238779961347
1340350701512216576,1340349737774555138
1340358993605214212,1340358457380106240
1340358457380106240,1340358203377393667
1340198859142676482,1340193899608989696
1341545963379421189,1341518922151968768
1341518922151968768,1341512839794749441
1341512839794749441,1341488773289312256
1341488773289312256,1340857053737267201
1341395230633897985,1341384303821918208
1341384303821918208,1341381426680373248
1341381426680373248,1341376707266293762
1340857234763509760,1340856811486896130
1340857053737267201,1340856811486896130
1340856811486896130,1340853774785495041
1340855261163106304,1340854753618657281
1340854753618657281,1340854380531212288
1340854380531212288,1340853774785495041
1340853774785495041,1340853352121430016
1340853352121430016,1340844081014951936
1340844886044631042,1340844081014951936
1340844508305633281,1340844081014951936
1340844081014951936,1340834228620185602
1340834228620185602,1340783253960028161
1340783253960028161,1340483020785070081
1340483020785070081,1340397772915130368
1340453998231511045,1340397772915130368
1340427513370193923,1340421443469926401
1340423752182587393,1340423035698987010
1340423035698987010,1340422023831576576
1340422023831576576,1340415229923094532
1340421039998836736,1340417558747389952
1340417888222552064,1340415229923094532
1340417558747389952,1340415759248482308
1340415759248482308,1340413059156770816
1340415229923094532,1340412458561781762
1340413059156770816,1340411976669913092
1340412458561781762,1340411508811952129
1340411976669913092,1340410852726300673
1340411508811952129,1340410852726300673
1340410852726300673,1340410274940121089
1340410274940121089,1340368295560531968
1340398354950283266,1340370719906131971
1340397772915130368,1340132701739868160
1340139326919888903,1340060444938137602
1340069124400177156,1340060037851561986
1340061014503657478,1340046212045651968
1340060444938137602,1340060037851561986
1340060037851561986,1340046212045651968
1340046212045651968,1340037035944534019
1340037035944534019,1340032195549949952
1340036342332342273,1339805089112928256
1340032819876294658,1340032195549949952
1340032195549949952,1340005516777578503
1340005516777578503,1340002640684466176
1340002640684466176,1340000124043407361
1340000124043407361,1339995091314896896
1339996638199173120,1339805089112928256
1339995091314896896,1339993213386567682
1339993213386567682,1339988799695237124
1339988799695237124,1339979991958781956
1339979991958781956,1339978737039757313
1339978737039757313,1339967408899952644
1339969961603833856,1339805089112928256
1339969839465684992,1339805089112928256
1339969839465684992,1339805089112928256
1339967408899952644,1339965656356302851
1339965656356302851,1339963642532429824
1339963642532429824,1339928904744673280
1339928904744673280,1339928652616769545
1339928652616769545,1339928453789970434
1339928453789970434,1339924878313533441
1339924878313533441,1339923556826812416
1339923556826812416,1339918335954149377
1339919524615888900,1339915875864948742
1339918335954149377,1339915875864948742
1339917149469597697,1339914723031195651
1339915875864948742,1339914723031195651
1339914723031195651,1339910785687019520
1339910785687019520,1339900719139188737
1339900719139188737,1339890652729884673
1339890652729884673,1339875779493163008
1339875779493163008,1339875264340353024
1339875264340353024,1339873038137872386
1339873038137872386,1339870520003551232
1339857944859566081,1339851645916749826
1339851645916749826,1339846198212083712
1339846198212083712,1339836272295211009
1339843445066780672,1339815548637556737
1339836272295211009,1339828744207384577
1339828744207384577,1339816473532002304
1339816473532002304,1339815548637556737
1339815548637556737,1339809559158935552
1339809559158935552,1339805089112928256
1339980028172484608,1339978903302057987
1339979775293665281,1339978903302057987
1339979669387538432,1339978903302057987
1339979669387538432,1339978903302057987
1339979471093424128,1339978903302057987
1340071743998857217,1340069611878887426
1340392375508733952,1339977177215864832
1340068342791585798,1339977177215864832
1340029861918724096,1339977177215864832
1340006983529885696,1339977177215864832
1340004836855701506,1339977177215864832
1339977964281335809,1339977177215864832
1340547300075159552,1340409103043182592
1340441990215966723,1340409103043182592
1340425990502232066,1340409103043182592
1340411034918670337,1340409103043182592
1340410499364651013,1340409103043182592
1340410148150456320,1340409103043182592
1340409769467768833,1340409103043182592
1340409597505449991,1340409103043182592
1341561268180819968,1340112876686684162
1341072747640844295,1338872945989603330
1340368811342610433,1340358203377393667
1340367379058978817,1340358203377393667
1340140434341974022,1339805089112928256
1340063716381999106,1339805089112928256
1340038478978052096,1339805089112928256
1340032574677278720,1339805089112928256
1340032286335578114,1339805089112928256
1340012526612963331,1339805089112928256
1340007366717288450,1339805089112928256
1340005994080964609,1339805089112928256
1339980114336112648,1339805089112928256
1339979405762936841,1339805089112928256
1339967714048303104,1339805089112928256
1339965820248666114,1339805089112928256
1339926060884963331,1339805089112928256
1339915700186607616,1339805089112928256
1339863292337156096,1339805089112928256
1339856444397522944,1339805089112928256
1339856104063418369,1339805089112928256
1339836434073698304,1339805089112928256
1339830787621974017,1339805089112928256
1339822274795335680,1339805089112928256
1339817887582793728,1339805089112928256
1339817468047474688,1339805089112928256
1339811282481016833,1339805089112928256
1339805447310589952,1339805089112928256
1340300718402617345,1339978903302057987
1339983455841644545,1339978903302057987
1339982610227994625,1339978903302057987
1339380781630672896,1339379829381087232
1340553168288145409,1340552849848197120
1340553168288145409,1340552849848197120
1340621545845223424,1340507878126456835
1340622631553425409,1340463474430754816
1340553168288145409,1340552849848197120
1340553168288145409,1340552849848197120
1340552849848197120,1340552777852989440
1340552777852989440,1340552448591708160
1340552448591708160,1340552337304260608
1340552353057890305,1340551971367956483
1340552337304260608,1340552179074134017
1340552179074134017,1340551971367956483
1340551477979451393,1340551325336133637
1340545865845526530,1340545398495035392
1340545398495035392,1340545105518874624
1340545105518874624,1340544847917170690
1340544847917170690,1340544637732306946
1340544510607073281,1340544308135534597
1340544308135534597,1340544138224099328
1341760113204486146,1341731986696785922
1341759745376591873,1341732847242145792
1340881888982929408,1340624910826258434
1339560837707608064,1339553886609305602
1339560837707608064,1339553886609305602
1341106094303825920,1338872945989603330
1340656064006635520,1340624910826258434
1340646464331067397,1340624910826258434
1341015994588778498,1339813619991605251
1341015805216092160,1339813619991605251
1340686899266998272,1339813619991605251
1340683271982751744,1339813619991605251
1340332903411101696,1339813619991605251
1339957072239050753,1339813619991605251
1339956809251995649,1339813619991605251
1339956627491807232,1339813619991605251
1339925159562493952,1339813619991605251
1339892025647390722,1339813619991605251
1339885543920791553,1339813619991605251
1339918748380254209,1339611670948278272
1339720240050126855,1339611670948278272
1341762259853438979,1338872945989603330
1340817964073934848,1340817963167993857
1340772704937537539,1340410912948146176
1340772704937537539,1340410912948146176
1341116522186588162,1340621485409357824
1340905999570493442,1340621485409357824
1340822917404225536,1340698427232030725
1340805747186216960,1340621485409357824
1340698427232030725,1340621485409357824
1340754174150139904,1340739052665004033
1340754044508385280,1340743289339863041
1340749610143375361,1340739052665004033
1340764088134213637,1340532360580743170
1340819432529129474,1340817965646753792
1341449262090039297,1339512758447071232
1341241166780657664,1341239367361183745
1341147149652942848,1339512758447071232
1340883946628935682,1340017490374606848
1340665425957404675,1340525788286705664
1340528062329319424,1339857352627871744
1340527175376650240,1340343748308418562
1340526535690735616,1339636427731165186
1340524372809850880,1340341955201544192
1340343748308418562,1339512758447071232
1340342271892459525,1339602183688396802
1340216319874977792,1340211005498912768
1340213294615826433,1340211005498912768
1340211005498912768,1340031794683506693
1340035263553277952,1339947606391197701
1340033499982667776,1339947606391197701
1340032435497660421,1339947606391197701
1340031794683506693,1339947606391197701
1340017490374606848,1339512758447071232
1340017490374606848,1339512758447071232
1340016766513258502,1339750478406676480
1339947606391197701,1339659376752259077
1339839404718895104,1339512758447071232
1339815425568227329,1339512758447071232
1339764382599790593,1339764180874878976
1339762885447303169,1339762567791714305
1339750478406676480,1339512758447071232
1339745291361247233,1339512758447071232
1339730093430681600,1339512758447071232
1339704050095370245,1339512758447071232
1339703812626522112,1339512758447071232
1339692359458705413,1339591389936377859
1339660982138920960,1339659376752259077
1339649804377464832,1339512758447071232
1339636427731165186,1339512758447071232
1339629821295411201,1339512758447071232
1339623882702073858,1339512758447071232
1339623052905238528,1339512758447071232
1339612233345740802,1339512758447071232
1339607546659627008,1339512758447071232
1339606299382693888,1339512758447071232
1339599984065355777,1339512758447071232
1339596073371803655,1339512758447071232
1339593956447817729,1339512758447071232
1339593589127487492,1339512758447071232
1339593076088565765,1339512758447071232
1339591030589411331,1339512758447071232
1339590223118798848,1339585084781854726
1339588305499799554,1339512758447071232
1339585084781854726,1339512758447071232
1339584465484488705,1339512758447071232
1339584392029556736,1339512758447071232
1339581166278627328,1339512758447071232
1339578590225190915,1339512758447071232
1339574316590088197,1339512758447071232
1339572741876289536,1339512758447071232
1339569283584679936,1339512758447071232
1339567869252825088,1339512758447071232
1339567812260421638,1339512758447071232
1339567628508160001,1339512758447071232
1341567541924290562,1340653230867550211
1340966802248052742,1340653230867550211
1340754031245979648,1340703936735490048
1341764375728799746,1341278269505724417
1341763772348817409,1341760113204486146
1340891978846924801,1340887562492239873
1340887562492239873,1340876394813939713
1341272598714433537,1341242281781850113
1341242281781850113,1340926232322555904
1340926232322555904,1340904742621503491
1340904742621503491,1340903434015436800
1340903434015436800,1340902791607439361
1340902791607439361,1340902615366905856
1340902615366905856,1340902425188855808
1340780285928103936,1340778661868314625
1340776599449464833,1340773634885910529
1340772704937537539,1340410912948146176
1340772704937537539,1340410912948146176
1340467729950601217,1340465744518103040
1340465744518103040,1340410912948146176
1340445632612319232,1340410912948146176
1340415857353224195,1340414130361024512
1340414130361024512,1340413984894300163
1340413984894300163,1340410912948146176
1340413652982259715,1340410912948146176
1340389089552416770,1340368406814593025
1340337151666352128,1340334083470020610
1340315370159108096,1340314486859649025
1340759823881781254,1340755595138351109
1341014907081277441,1340912578898386944
1340203277099548673,1339963456330620928
1340155587598798848,1339963456330620928
1340093462461485058,1339963456330620928
1340092194565332994,1339963456330620928
1340049228417146881,1339963456330620928
1340038074835886083,1339963456330620928
1340023789841690631,1339963456330620928
1340020932740571136,1339963456330620928
1340014216565182464,1339963456330620928
1340008167988625408,1340004644752257025
1340004644752257025,1339963456330620928
1340001972603113472,1339963456330620928
1339983560267149316,1339963456330620928
1339982101106593798,1339963456330620928
1339981219916881923,1339963456330620928
1339979045187047425,1339963456330620928
1339975618457456641,1339963456330620928
1339975618457456641,1339963456330620928
1339970995138936838,1339963456330620928
1339969592236630016,1339963456330620928
1339969227432857600,1339963456330620928
1339968258657705985,1339963456330620928
1339967687691128833,1339963456330620928
1339967227475468288,1339963456330620928
1339966528263913472,1339963456330620928
1339966410852806662,1339963456330620928
1339964812202299392,1339963456330620928
1339964452452655104,1339963456330620928
1339963828369567744,1339963456330620928
1339737231892819973,1339481077170249730
1339730446058479617,1339481077170249730
1339725901064486912,1339481077170249730
1339725040917635072,1339481077170249730
1339705770032640002,1339481077170249730
1339671474165215237,1339481077170249730
1339670209578356737,1339653060382126083
1339665131198947329,1339481077170249730
1339662529056878594,1339481077170249730
1339661559736496129,1339653060382126083
1339659063118999558,1339653060382126083
1339654489939296256,1339653060382126083
1339653978594926593,1339653060382126083
1339653906498916352,1339653060382126083
1339653060382126083,1339481077170249730
1339645206757519362,1339481077170249730
1339632611698724869,1339481077170249730
1339632415959109634,1339481077170249730
1339626858791448576,1339626487767592962
1339626487767592962,1339626163078094851
1339626163078094851,1339481077170249730
1339620618988351490,1339481077170249730
1339615025280012290,1339481077170249730
1339612593212837889,1339481077170249730
1339588244615229443,1339585475581861895
1339585475581861895,1339481077170249730
1339569246012133377,1339481077170249730
1339568722990817281,1339481077170249730
1339568405440028675,1339481077170249730
1339558836374564864,1339481077170249730
1339558256797212672,1339481077170249730
1339557027148914690,1339481077170249730
1339555236684427264,1339481077170249730
1339548950190321664,1339481077170249730
1339547066448687105,1339481077170249730
1339543627488477187,1339487820025634816
1339543531220774912,1339481077170249730
1339540794689122309,1339481077170249730
1339540735536840704,1339481077170249730
1339540271726555136,1339536768845180930
1339536768845180930,1339492878175879169
1339536600255115264,1339487820025634816
1339535594796568577,1339481077170249730
1339534582878777355,1339487820025634816
1339534308499992579,1339493557267296256
1339533400370270210,1339481077170249730
1339527575740293120,1339511550504296451
1339525838220500992,1339481077170249730
1339519841103982593,1339481077170249730
1339519091367882753,1339481077170249730
1339517992984522753,1339481077170249730
1339514549087690754,1339481077170249730
1339513882763780097,1339481077170249730
1339512180903993345,1339481077170249730
1339507876319141890,1339481077170249730
1339506739310424065,1339481077170249730
1339506661027950593,1339481077170249730
1339506160106352640,1339481077170249730
1339504897037914112,1339481077170249730
1339503839926489095,1339481077170249730
1339503731168194560,1339494924706865152
1339501416919011328,1339481077170249730
1339501056569593856,1339481077170249730
1339499382002110467,1339481077170249730
1339499141358112768,1339481077170249730
1339498877129535490,1339481077170249730
1339497396175298566,1339481077170249730
1339496548376449024,1339481077170249730
1339496212769193984,1339481077170249730
1339495452467671040,1339481077170249730
1339494924706865152,1339491949540225024
1339494165659471874,1339487820025634816
1339493998780624897,1339481077170249730
1339493649361424385,1339491310445707265
1339493557267296256,1339481077170249730
1339492878175879169,1339481077170249730
1339492653898080256,1339481077170249730
1339491949540225024,1339481077170249730
1339491847220187137,1339481077170249730
1339491730417090561,1339481077170249730
1339491596816007171,1339481077170249730
1339491310445707265,1339486231906799616
1339490247713894401,1339481077170249730
1339489890833215488,1339481077170249730
1339489092237742080,1339481077170249730
1339487838946156544,1339481077170249730
1339486574002622464,1339481077170249730
1339486463336075265,1339481077170249730
1339486302996185089,1339481077170249730
1339491671680139265,1339491019038056448
1339491671680139265,1339491019038056448
1341570434693677056,1341434591106625536
1341515380188016641,1341493885634105344
1341493885634105344,1341461927977992193
1341386956941504512,1341235933052465152
1341380208440557568,1341235056400977922
1341374775114035201,1341235056400977922
1341208413502492673,1341208220891803648
1341208220891803648,1341206687152128001
1341143170726440961,1341141944722993154
1341141944722993154,1341140527387963392
1341140527387963392,1341139292131909637
1341140450451832840,1341118550392619012
1341139292131909637,1341138602990907395
1341138602990907395,1341126511424901121
1341126511424901121,1341112031727017984
1341098048630480898,1341094749051232263
1341094749051232263,1341093209439686661
1341093209439686661,1341071020850032640
1341086188585807877,1341085461444497408
1341085461444497408,1341084817744605184
1341084817744605184,1341069689636720640
1341596534593499137,1339530983763300354
1341499651367825413,1339530983763300354
1340489018077790210,1339530983763300354
1340488392375713798,1339537866389671938
1340380702538309633,1339530983763300354
1339960802086936577,1339530983763300354
1339928187430723587,1339530983763300354
1339808074622775296,1339530983763300354
1339790564229713926,1339530983763300354
1339776544479297538,1339530983763300354
1339714977326895107,1339530983763300354
1339611787990347777,1339530983763300354
1339607835521388547,1339530983763300354
1339591496882745344,1339530983763300354
1339586566771994626,1339530983763300354
1339585329439809543,1339530983763300354
1339578004104687616,1339530983763300354
1339577759388082177,1339530983763300354
1339575846055645186,1339530983763300354
1339575523559624704,1339530983763300354
1339574116131725314,1339530983763300354
1339573872048431106,1339530983763300354
1339572146448838663,1339530983763300354
1339562993558892545,1339530983763300354
1339558961712914432,1339530983763300354
1339552939367686149,1339530983763300354
1339549233381318656,1339530983763300354
1339549015881314307,1339530983763300354
1339547527268474880,1339530983763300354
1339544847313723392,1339530983763300354
1339543958788161538,1339530983763300354
1339542842528702469,1339530983763300354
1339540486478987265,1339530983763300354
1339537866389671938,1339530983763300354
1339535089085067264,1339534921329745923
1339534921329745923,1339534203654909953
1339534203654909953,1339530983763300354
1339534132469248000,1339530983763300354
1339532762877968384,1339530983763300354
1339532470006538240,1339530983763300354
1339532353094488064,1339530983763300354
1339531795629441025,1339530983763300354
1339531741451706369,1339530983763300354
1339531741451706369,1339530983763300354
1339531356993404929,1339530983763300354
1339531191318405121,1339530983763300354
1340817965646753792,1340817964073934848
1339583028482326529,1339512758447071232
1339525868293672961,1339512758447071232
1339525839847903232,1339512758447071232
1339514462659702785,1339512758447071232
1340778661868314625,1340776599449464833
1340773634885910529,1340772704937537539
1340415895273762816,1340413652982259715
1340315213413814274,1340313886512320514
1339710816954822656,1339481077170249730
1339651980860547076,1339481077170249730
1339530543189340162,1339481077170249730
1339507085181149186,1339481077170249730
1340859844136464394,1340532360580743170
1340846999978053634,1340532360580743170
1340808852023902208,1340532360580743170
1340776968854401029,1340532360580743170
1340771479793889284,1340532360580743170
1341457411178164226,1339512758447071232
1341241351439052802,1339512758447071232
1341216327126552577,1339512758447071232
1341140337121759239,1339512758447071232
1341140027112353793,1339512758447071232
1341133286324629504,1339512758447071232
1341123530746839040,1339512758447071232
1341005945346912256,1339512758447071232
1340885041946251264,1339512758447071232
1340882287102210048,1339512758447071232
1340865580992229376,1339512758447071232
1340777002568011776,1339512758447071232
1340593034371731456,1339512758447071232
1340445886552420353,1339512758447071232
1340431125118906368,1339512758447071232
1340263157344907264,1339512758447071232
1340168048473468928,1339512758447071232
1340027778062831618,1339512758447071232
1339968093427290112,1339512758447071232
1339945101204832257,1339512758447071232
1339943514373763072,1339512758447071232
1339936916813336577,1339512758447071232
1339923511960334337,1339512758447071232
1339909887929757696,1339512758447071232
1339830981457551361,1339512758447071232
1339826011429609473,1339512758447071232
1339812475831689216,1339512758447071232
1339801059053760521,1339512758447071232
1339798466164383750,1339512758447071232
1339791960488386563,1339512758447071232
1339787069090979840,1339512758447071232
1339785557640142850,1339512758447071232
1339780877535076353,1339512758447071232
1339774208935682048,1339512758447071232
1339769435893149704,1339512758447071232
1339768503490887680,1339512758447071232
1339767219195133952,1339512758447071232
1339766869851594752,1339512758447071232
1339764173945921536,1339512758447071232
1339762196151214081,1339512758447071232
1339761853090684930,1339512758447071232
1339759124788047874,1339512758447071232
1339757694438105089,1339512758447071232
1339746233401946116,1339512758447071232
1339737416920301568,1339512758447071232
1339734848232185864,1339512758447071232
1339729476389924864,1339512758447071232
1339720353635921921,1339512758447071232
1339719993282453509,1339512758447071232
1339719753242345473,1339512758447071232
1339718794927890432,1339512758447071232
1339717200136065026,1339512758447071232
1339716378744512514,1339512758447071232
1339715433692352520,1339512758447071232
1339714077690654722,1339512758447071232
1339713579705008128,1339512758447071232
1339711471278800899,1339512758447071232
1339708283985293314,1339512758447071232
1339704837693435906,1339512758447071232
1339704625923059713,1339512758447071232
1339704047453003778,1339512758447071232
1339703751842488326,1339512758447071232
1339699623649189888,1339512758447071232
1339695136041799681,1339512758447071232
1339692507722964992,1339512758447071232
1339690890248503297,1339512758447071232
1339689317141258240,1339512758447071232
1339688238433374209,1339512758447071232
1339688211430387717,1339512758447071232
1339685745062244353,1339512758447071232
1339684663837790210,1339512758447071232
1339681615870644224,1339512758447071232
1339673425892188160,1339512758447071232
1339673084622557184,1339512758447071232
1339671947328679936,1339512758447071232
1339665709778006023,1339512758447071232
1339665597173526536,1339512758447071232
1339662204719816712,1339512758447071232
1339647647163019268,1339512758447071232
1339644276582526976,1339512758447071232
1339642256815497216,1339512758447071232
1339642232043941890,1339512758447071232
1339641044766519298,1339512758447071232
1341441627576016898,1340653230867550211
1341394210352754691,1340653230867550211
1341372262558150656,1340653230867550211
1341269155643858945,1340653230867550211
1341266277533442048,1340653230867550211
1341266080933797889,1340653230867550211
1341177137764691969,1340653230867550211
1341110554392469504,1340653230867550211
1341109994893262855,1340653230867550211
1341108745133314050,1340653230867550211
1341097038063263744,1340653230867550211
1341086946827919367,1340653230867550211
1341075347828256768,1340653230867550211
1341049919256215553,1340653230867550211
1341019024818319362,1340876394813939713
1341093802954637312,1339963456330620928
1340310439805128705,1339963456330620928
1340286431185530883,1339963456330620928
1340272740889206787,1339963456330620928
1340238489523286016,1339963456330620928
1340212081547751424,1339963456330620928
1340206733122183168,1339963456330620928
1340182656525352960,1339963456330620928
1340174052628033536,1339963456330620928
1340164585085661184,1339963456330620928
1340155445227352065,1339963456330620928
1340151650778894337,1339963456330620928
1340150641579024388,1339963456330620928
1340146202688581637,1339963456330620928
1340144717971992576,1339963456330620928
1340142974907412483,1339963456330620928
1340131891953848320,1339963456330620928
1340130744438538245,1339963456330620928
1340128532454723585,1339963456330620928
1340127265049460736,1339963456330620928
1340122694713565186,1339963456330620928
1340120410898264065,1339963456330620928
1340114231882964993,1339963456330620928
1340113566238568448,1339963456330620928
1340109546237386753,1339963456330620928
1340106045608226816,1339963456330620928
1340104988530503682,1339963456330620928
1340103052532076555,1339963456330620928
1340098839567605765,1339963456330620928
1340092639841046531,1339963456330620928
1340090799967617025,1339963456330620928
1340085114034941953,1339963456330620928
1340071352011808769,1339963456330620928
1340070333294936064,1339963456330620928
1340067650731294722,1339963456330620928
1340064607843573762,1339963456330620928
1340063537683603458,1339963456330620928
1340062806687662081,1339963456330620928
1340060760496594945,1339963456330620928
1340058563960590341,1339963456330620928
1340054665828970498,1339963456330620928
1340053002196033537,1339963456330620928
1340049047026065412,1339963456330620928
1340047317353848844,1339963456330620928
1340046683737092111,1339963456330620928
1340045693193510913,1339963456330620928
1340043281456107521,1339963456330620928
1340042081964855298,1339963456330620928
1340038933200084992,1339963456330620928
1340038920915005441,1339963456330620928
1340037467215458304,1339963456330620928
1340036862866419712,1339963456330620928
1340035697143635968,1339963456330620928
1340035286491918338,1339963456330620928
1340034914608173057,1339963456330620928
1340033926665035779,1339963456330620928
1340032898091651072,1339963456330620928
1340025837081427968,1339963456330620928
1340024761490022403,1339963456330620928
1340019054069899264,1339963456330620928
1340018922523947010,1339963456330620928
1340017616543490049,1339963456330620928
1340016813917294592,1339963456330620928
1340013006806249472,1339963456330620928
1340010673590382593,1339963456330620928
1340009630974545924,1339963456330620928
1340008253187530752,1339963456330620928
1340006383366782976,1339963456330620928
1340005699196133376,1339963456330620928
1340005119157547013,1339963456330620928
1340004569250627584,1339963456330620928
1340004350404378625,1339963456330620928
1340004303856152577,1339963456330620928
1340003664577130498,1339963456330620928
1340003185528877056,1339963456330620928
1340000737263296513,1339963456330620928
1340000626642579457,1339963456330620928
1340000381015867392,1339963456330620928
1340000282982248448,1339963456330620928
1340000093597020162,1339963456330620928
1340000040023183363,1339963456330620928
1339996108605583362,1339963456330620928
1339995639980171268,1339963456330620928
1339994814851534849,1339963456330620928
1339994288931815424,1339963456330620928
1339993017562918913,1339963456330620928
1339992132631875584,1339963456330620928
1339992104991264769,1339963456330620928
1339992001668890629,1339963456330620928
1339990627082096640,1339963456330620928
1339990105755410432,1339963456330620928
1339989799151620097,1339963456330620928
1339989491810000896,1339963456330620928
1339989491008876552,1339963456330620928
1339986797032562689,1339963456330620928
1339986615238860800,1339963456330620928
1340066041293123584,1339481077170249730
1340010893069996033,1339481077170249730
1339911239707856896,1339481077170249730
1339868905616142336,1339481077170249730
1339839449627308032,1339481077170249730
1339837750841925633,1339481077170249730
1339800750038413312,1339481077170249730
1339746219879444482,1339481077170249730
1339745267407613953,1339481077170249730
1339724047538634753,1339481077170249730
1339721767653437449,1339481077170249730
1339721117112610822,1339481077170249730
1339718266785296384,1339481077170249730
1339718067467653120,1339481077170249730
1339712890690031618,1339481077170249730
1339710294646407168,1339481077170249730
1339710124143874048,1339481077170249730
1339709804076539907,1339481077170249730
1339700778357952512,1339481077170249730
1339696175180619788,1339481077170249730
1339693502230372353,1339481077170249730
1339692599259639809,1339481077170249730
1339689091173142531,1339481077170249730
1339688392163012617,1339481077170249730
1339687566250037254,1339481077170249730
1339686050671812612,1339481077170249730
1339681297049018368,1339481077170249730
1339681067196887042,1339481077170249730
1339676658111029251,1339481077170249730
1339676197710688258,1339481077170249730
1339675388457443328,1339481077170249730
1339675239505137667,1339481077170249730
1339674622120308736,1339481077170249730
1339673298100236303,1339481077170249730
1339664990496645121,1339481077170249730
1339663529448787968,1339481077170249730
1339660690391519234,1339481077170249730
1339659957340401666,1339481077170249730
1339656806017232897,1339481077170249730
1339656502227951619,1339481077170249730
1339655753901207557,1339481077170249730
1339655728747954176,1339481077170249730
1339655109328969729,1339481077170249730
1339653416939909121,1339481077170249730
1339651368609574913,1339481077170249730
1339648657465982976,1339481077170249730
1339647175660363783,1339481077170249730
1339646527913029634,1339481077170249730
1339638645364551683,1339481077170249730
1339637040720261120,1339481077170249730
1339635175232290817,1339481077170249730
1339628081607102465,1339481077170249730
1339625807690534915,1339481077170249730
1339620705802055681,1339481077170249730
1339616888276606976,1339481077170249730
1339616368174501889,1339481077170249730
1339612834389438464,1339481077170249730
1339609130114437121,1339481077170249730
1339608088828026880,1339481077170249730
1339606540811030530,1339481077170249730
1339605641527226368,1339481077170249730
1339604785800990722,1339481077170249730
1339601354289922048,1339481077170249730
1339599573728153605,1339481077170249730
1339596254855143432,1339481077170249730
1339591399759441921,1339481077170249730
1339589891273834498,1339481077170249730
1339586049253593097,1339481077170249730
1339585435786301441,1339481077170249730
1339584436510158849,1339481077170249730
1339581539336667138,1339481077170249730
1339579316854607872,1339481077170249730
1339579085220159488,1339481077170249730
1339576511033008128,1339481077170249730
1339575959758856192,1339481077170249730
1339574309594017798,1339481077170249730
1339573739206393857,1339481077170249730
1339573701503832066,1339481077170249730
1339573677076197377,1339481077170249730
1339572335020548100,1339481077170249730
1339571767187288065,1339481077170249730
1339570462729396224,1339481077170249730
1339569421111717888,1339481077170249730
1339569205457371137,1339481077170249730
1339569026729701377,1339481077170249730
1339568946534604800,1339481077170249730
1339568199814230020,1339481077170249730
1339567270482337798,1339481077170249730
1339567096473284608,1339481077170249730
1339565976644448264,1339481077170249730
1339565526910177280,1339481077170249730
1339563803512623112,1339481077170249730
