Source,Target
1340014773820399616,1339740797705568257
1340009869991178244,1339740797705568257
1340006003249692672,1339740797705568257
1339990757218893824,1339740797705568257
1339987027270332416,1339983212127399937
1339985827674382341,1339904643392892929
1339985624594591744,1339740797705568257
1339982963459678209,1339740797705568257
1339977968421056513,1339740797705568257
1339969741071368192,1339817856280657920
1339963783817654280,1339963198250897409
1339963198250897409,1339943273880821760
1339960622935658496,1339958919142264833
1339958919142264833,1339958593249038336
1339958593249038336,1339956572131356674
1339956572131356674,1339944460608827397
1339955564642775040,1339740797705568257
1339951848380370945,1339740797705568257
1339951663726043137,1339740797705568257
1339945241395261444,1339869338128412672
1339944460608827397,1339740797705568257
1339943273880821760,1339894515474309120
1339940029427306499,1339740797705568257
1339939833913991169,1339740797705568257
1339937068290609154,1339740797705568257
1339932308636389376,1339740797705568257
1339929409076092928,1339740797705568257
1339927863349420033,1339740797705568257
1339924846277484547,1339740797705568257
1339921823744618496,1339740797705568257
1339911216987291648,1339740797705568257
1339907279936659456,1339740797705568257
1339905697316790273,1339740797705568257
1339904327360507906,1339740797705568257
1339897134573899776,1339740797705568257
1339896451367727110,1339740797705568257
1339894515474309120,1339740797705568257
1339892267440623619,1339740797705568257
1339887484352811009,1339740797705568257
1339880670563340291,1339740797705568257
1339876293123350528,1339740797705568257
1339876177851404290,1339740797705568257
1339872485559418881,1339740797705568257
1339870041530007552,1339797301422919680
1339864578172186624,1339740797705568257
1339864047131475968,1339740797705568257
1339855988334084098,1339740797705568257
1339852869848215552,1339740797705568257
1339852250022359040,1339799339716239362
1339844501305757698,1339740797705568257
1339831921711349761,1339740797705568257
1339825449149480961,1339740797705568257
1339819306285207553,1339817856280657920
1339814484383322112,1339740797705568257
1339805283036528642,1339740797705568257
1339801567852163072,1339740797705568257
1339800124868993025,1339740797705568257
1339798989537992706,1339740797705568257
1339798092229586945,1339740797705568257
1339797301422919680,1339740797705568257
1339797301422919680,1339740797705568257
1339891692913250306,1339877425916895237
1339969782293127173,1339969058989625345
1339969058989625345,1339966479870128128
1340066201909792768,1339663471219269647
1339720174551838720,1339415720803876865
1339663471219269647,1339401906763026433
1339562582148050944,1339415720803876865
1339415720803876865,1339405134435115008
1339405134435115008,1339399326846562305
1339401906763026433,1339395928130785280
1339399326846562305,1339381965972226049
1339912374900445184,1339912370135699456
1339771491282542592,1339746759728349188
1339365377826988032,1339364821192470530
1339340518048886784,1339338985831690240
1339779975063490562,1339766024950956032
1339766024950956032,1339765458027724800
1340212340235456512,1340107919321272320
1340107919321272320,1339992138147221505
1339992138147221505,1339970076661829632
1339251981672562688,1339245381536772097
1339316393271914496,1339316081412988933
1339316081412988933,1339315598791041025
1339315598791041025,1339314940717522960
1339314940717522960,1339310869776195584
1339311600684027904,1339310873815367680
1339412416761896962,1339411971087601664
1339570459847897088,1338553796583108608
1339698065847021568,1339479388904173569
1339697455345111045,1339692045695397894
1339695222142459907,1339692470335107073
1339694212665798669,1339692045695397894
1339692821591298050,1339692045695397894
1339692542397431810,1339691188723609601
1339690757674942465,1339690099190149120
1339689234945421313,1339655737648304129
1339688974135275522,1339635740045656064
1339676280762064899,1339635740045656064
1339674514238672897,1339635274788315136
1339635274788315136,1339632966914482178
1339632966914482178,1339632137553776640
1339632137553776640,1339479388904173569
1339488889350832128,1339479388904173569
1339351375864598529,1339319542011539462
1339652984599420929,1339651947285065728
1340733316157345794,1340721169419415555
1340721169419415555,1339861035893846017
1340720789423796230,1339904541031067648
1340010801432653824,1339904541031067648
1340009937385054208,1339896918177157121
1339942744526123010,1339942276815081475
1339942276815081475,1339936871456116738
1339936871456116738,1339908599703846912
1339908599703846912,1339905784466067456
1339908599703846912,1339905784466067456
1339905784466067456,1339896918177157121
1339904541031067648,1339901279355736066
1339901279355736066,1339879376066887681
1339896918177157121,1339879376066887681
1339893861280301057,1339892374881878016
1339892374881878016,1339891776363130881
1339891776363130881,1339861035893846017
1339885890785730560,1339879376066887681
1341732847242145792,1341727553590087681
1341731986696785922,1341727553590087681
1341728440697950214,1341727553590087681
1341716372221534208,1341583136069726208
1341692218915115009,1341582905726951425
1341658063091150849,1341644964984307712
1341657500618285056,1341647146555084800
1341644964984307712,1341636044752564224
1341636044752564224,1341573751549304832
1341603450996617216,1341583136069726208
1341601984936370176,1341583136069726208
1341573751549304832,1341516809414045697
1341524287404949505,1341516005143683074
1341521447643193344,1341519956417126404
1341520119378358278,1341519956417126404
1341519956417126404,1341518881324711936
1341519597384687618,1341518524209094671
1341518881324711936,1341517248331194376
1341518524209094671,1341517116135124993
1341517116135124993,1341516675619893248
1341516809414045697,1341516421713506306
1341516779936501766,1341515337909624839
1341516675619893248,1341516040979791873
1341516421713506306,1341515113937952769
1341516040979791873,1341515316623511555
1341516005143683074,1341506711668985857
1341515337909624839,1341514770676117505
1341515316623511555,1341513910390800384
1341515113937952769,1341514770676117505
1341514770676117505,1341513910390800384
1341513910390800384,1341470562342887425
1341507527846989824,1341427837799198724
1339278651674808322,1339247139126382592
1339278651674808322,1339247139126382592
1339963684827721730,1339959715447644160
1339959715447644160,1339958131040813057
1339958131040813057,1339925812892590080
1339957828723863552,1339943034083950592
1339943660075405314,1339925812892590080
1339943034083950592,1339925812892590080
1339925812892590080,1339873772224966656
1339873772224966656,1339873636040073216
1341161386592899078,1341155931002785792
1341133796117278730,1341123071705419777
1339973023940665354,1339968655082225664
1340729609365696512,1338872945989603330
1339840100574908416,1339807558903599105
1339344810075885568,1338872945989603330
1339262500198436865,1338872945989603330
1340011525071888384,1339929409076092928
1339976681352736768,1339740797705568257
1339876485100937222,1339740797705568257
1339970076661829632,1339967033660739584
1339314475539656704,1339311600684027904
1339692470335107073,1339691188723609601
1339690099190149120,1339689786043494400
1339689786043494400,1339688974135275522
1339635740045656064,1339635274788315136
1341517248331194376,1341516779936501766
1340014389622165504,1339923288072597506
1339987692227092480,1339923288072597506
1339958297743347712,1339923288072597506
1339955812823920641,1339923288072597506
1339945763745525761,1339923288072597506
1339945515400785920,1339923288072597506
1339942093612064769,1339923288072597506
1339938593129848836,1339923288072597506
1339936546363899904,1339923288072597506
1339936224753168384,1339923288072597506
1339935855138488324,1339923288072597506
1339926536674131969,1339923288072597506
1340234793724895232,1339612541169917952
1339820580879491072,1339612541169917952
1339772554572132352,1339612541169917952
1339729213117657088,1339612541169917952
1339729024311058432,1339612541169917952
1339640962117734401,1339612541169917952
1339621461816963075,1339612541169917952
1339616235827286017,1339612541169917952
1339615823413972996,1339612541169917952
1339615429799645184,1339612541169917952
1339783860314382337,1339513242608148482
1339598314715541504,1339513242608148482
1339592192843599888,1339513242608148482
1339589721807155204,1339513242608148482
1339547352709931008,1339513242608148482
1339514444129427457,1339513242608148482
1340653286261747713,1339897785290809345
1340191241154277376,1339897785290809345
1339933418394628097,1339897785290809345
1339903705034928128,1339897785290809345
1338679072436727808,1338452108958429185
1338518615830777856,1338452108958429185
1338518119183048705,1338452108958429185
1338513241211809793,1338452108958429185
1338506206760022017,1338452108958429185
1338481274529472514,1338452108958429185
1338476726075019265,1338452108958429185
1338473014246170625,1338452108958429185
1338469656206712834,1338452108958429185
1338462203691872261,1338452108958429185
1338459876608118784,1338452108958429185
1338458429891948546,1338452108958429185
1338455490922246145,1338452108958429185
1338455436182302720,1338452108958429185
1338454701495422981,1338452108958429185
1338453399650635777,1338452108958429185
1338452970883649536,1338452108958429185
1338921846083710977,1338838777616363520
1338869903143538688,1338838777616363520
1338867722797498378,1338838777616363520
1338867447613456392,1338838777616363520
1338866864089309184,1338838777616363520
1338865490945482755,1338838777616363520
1338862023745007616,1338838777616363520
1338853205761921024,1338838777616363520
1338850260643442688,1338838777616363520
1338848985268805634,1338838777616363520
1338848808327737346,1338838777616363520
1338848366415892480,1338838777616363520
1338848276523565062,1338838777616363520
1338848104792158208,1338838777616363520
1338846264356573189,1338838777616363520
1338845567796076544,1338838777616363520
1338845248001290241,1338838777616363520
1338844934271602689,1338838777616363520
1338843258063974401,1338838777616363520
1338842917906108418,1338838777616363520
1338842751006367745,1338838777616363520
1338841637338886145,1338838777616363520
1338841371793211394,1338838777616363520
1338840431073759233,1338838777616363520
1338839880466452480,1338838777616363520
1338839731115864064,1338838777616363520
1338839586466828292,1338838777616363520
1338839484146667520,1338838777616363520
1338839363287805952,1338838777616363520
1338839248577826816,1338838777616363520
1339964292725149698,1339941480715202562
1340712904287514625,1340043296467537924
1340365542625046528,1340043296467537924
1340321305833422848,1340043296467537924
1340306538498564098,1340043296467537924
1340304113259737089,1340043296467537924
1340152432907718658,1340043296467537924
1340049824226439169,1340043296467537924
1341748833391435777,1338872945989603330
1341736286416236544,1338872945989603330
1341735853186555906,1338872945989603330
1341693450048122882,1338872945989603330
1341687055064178692,1338872945989603330
1341634574481276928,1338872945989603330
1341622576129433602,1338872945989603330
1341610495447482369,1338872945989603330
1341609072366370819,1338872945989603330
1341604490731024385,1338872945989603330
1341598546949251074,1338872945989603330
1341594552457682944,1338872945989603330
1341574995386925057,1338872945989603330
1341561261738356738,1338872945989603330
1341550773268865033,1338872945989603330
1341532490205458438,1338872945989603330
1341517710799368197,1338872945989603330
1341516514344747014,1338872945989603330
1341511962174377985,1338872945989603330
1341497815306915840,1338872945989603330
1341488775705333764,1338872945989603330
1341483125134651394,1338872945989603330
1341475924810760192,1338872945989603330
1341474647171244032,1338872945989603330
1341451457065701381,1338872945989603330
1341444414259011585,1338872945989603330
1341419935617216516,1338872945989603330
1341415570353242113,1338872945989603330
1341401182619754502,1338872945989603330
1341398185122668549,1338872945989603330
1341396221160796160,1338872945989603330
1341394500661501955,1338872945989603330
1341381808491999234,1338872945989603330
1341307629310767109,1338872945989603330
1341296277183750145,1338872945989603330
1341290063766966272,1338872945989603330
1341287029510848513,1338872945989603330
1341285038470643713,1338872945989603330
1341281049704357894,1338872945989603330
1341277195256307719,1338872945989603330
1341271330461802497,1338872945989603330
1341262677797158914,1338872945989603330
1341260193724817408,1338872945989603330
1341240004274634754,1338872945989603330
1341237670106820610,1338872945989603330
1341235737006661632,1338872945989603330
1341231814074109957,1338872945989603330
1341230195227971586,1338872945989603330
1341227458411040771,1338872945989603330
1341224838644572161,1338872945989603330
1341217435446349830,1338872945989603330
1341212959385800704,1338872945989603330
1341204508349755393,1338872945989603330
1341203374323195905,1338872945989603330
1341198980550713344,1338872945989603330
1341193539439357952,1338872945989603330
1341191122446667776,1338872945989603330
1341183431099752450,1338872945989603330
1341183378029207555,1338872945989603330
1341179783636512769,1338872945989603330
1341156099542700037,1338872945989603330
1341146035905708032,1338872945989603330
1341140177683697669,1338872945989603330
1341138627892539393,1338872945989603330
1341126771526291456,1338872945989603330
1341126724193554438,1338872945989603330
1341125579295342594,1338872945989603330
1341125333446250498,1338872945989603330
1341124786429317121,1338872945989603330
1341123835068899332,1338872945989603330
1341123649521278978,1338872945989603330
1341119185758216192,1338872945989603330
1341119142645010433,1338872945989603330
1341116865310027780,1338872945989603330
1341116802290561041,1338872945989603330
1341116035521515521,1338872945989603330
1341115663860068355,1338872945989603330
1341105598994079744,1338872945989603330
1341099953490374662,1338872945989603330
1341098032603918336,1338872945989603330
1341093473747918848,1338872945989603330
1341089306035822595,1338872945989603330
1341089001541873668,1338872945989603330
1341081602303127553,1338872945989603330
1341074407847059460,1338872945989603330
1341073170401521665,1338872945989603330
1339891834001211392,1339757848868360192
1339891226972139520,1339757848868360192
1339890381505359874,1339757848868360192
1341703488477286400,1339740797705568257
1341696286509023233,1339740797705568257
1341459988489916420,1339740797705568257
1340997839497916416,1339740797705568257
1340732950938304519,1339740797705568257
1340629656257630208,1339740797705568257
1340538566280146944,1339740797705568257
1340522621872427010,1339740797705568257
1340510483951079426,1339740797705568257
1340502321286025221,1339740797705568257
1340413858096291852,1339740797705568257
1340413453626990594,1339740797705568257
1340394507297239048,1339740797705568257
1340320603195236352,1339740797705568257
1340304565183401985,1339740797705568257
1340259568316796928,1339740797705568257
1340248576362999809,1339740797705568257
1340229172317347840,1339740797705568257
1340195902007504898,1339740797705568257
1340177653731614720,1339740797705568257
1340175598887477252,1339740797705568257
1340108244174385152,1339740797705568257
1340095234525470721,1339740797705568257
1340091693224386564,1339740797705568257
1340091188943101952,1339740797705568257
1340086203857563649,1339740797705568257
1340072504145174533,1339740797705568257
1340069150463569920,1339740797705568257
1340062415988420615,1339740797705568257
1340061655095537666,1339740797705568257
1340053250725343233,1339740797705568257
1340053037700636673,1339740797705568257
1340052423797329927,1339740797705568257
1340048785108512770,1339740797705568257
1340037809172787201,1339740797705568257
1340031321813487616,1339740797705568257
1340029547182342144,1339740797705568257
1340029000245276672,1339740797705568257
1340025803220938752,1339740797705568257
1340022029970333696,1339740797705568257
1340022010915667968,1339740797705568257
1340018145482969088,1339740797705568257
1340017117924626437,1339740797705568257
1340015984686542854,1339740797705568257
1340012975466426368,1339740797705568257
1340011348369948672,1339740797705568257
1340007640714391555,1339740797705568257
1340006296423153664,1339740797705568257
1340005029583888385,1339740797705568257
1340004959748837376,1339740797705568257
1340002521193046016,1339740797705568257
1340000442223353861,1339740797705568257
1340000275193606146,1339740797705568257
1340000057257549826,1339740797705568257
1339998742099849216,1339740797705568257
1339992715505876997,1339740797705568257
1339991144374169600,1339740797705568257
1339990950068797440,1339740797705568257
1339987446365302784,1339740797705568257
1339986640643764226,1339740797705568257
1339986022310932481,1339740797705568257
1339985221836533760,1339740797705568257
1339984081937903617,1339740797705568257
1339984012656467971,1339740797705568257
1339983069214814208,1339740797705568257
1339981918947876864,1339740797705568257
1339981822646743041,1339740797705568257
1339979495437168640,1339740797705568257
1339979441322147840,1339740797705568257
1339978675287187456,1339740797705568257
1339976624813428743,1339740797705568257
1339975776507146241,1339740797705568257
1339975752326922242,1339740797705568257
1339975314777247744,1339740797705568257
1339972029110497280,1339740797705568257
1339970790473617409,1339740797705568257
1339970600278749184,1339740797705568257
1339970422381506561,1339740797705568257
1339969836970110980,1339740797705568257
1339969722637377537,1339740797705568257
1339968167553212416,1339740797705568257
1339966205231173632,1339740797705568257
1339964996323782659,1339740797705568257
1339964000004554752,1339740797705568257
1339963945906388992,1339740797705568257
1339963411032117248,1339740797705568257
1339960657639321600,1339740797705568257
1339958948665946113,1339740797705568257
1339956751429451778,1339740797705568257
1339956550505541632,1339740797705568257
1339955727268532224,1339740797705568257
1340089960691580928,1339746759728349188
1339756319583195136,1339746759728349188
1339374345185968128,1339364821192470530
1339365143608664064,1339364821192470530
1339431813131988992,1339338985831690240
1339835909794107392,1339336973786484747
1339682623497625601,1339336973786484747
1339337369481252865,1339336973786484747
1340084740771045377,1339967033660739584
1339978154266382336,1339967033660739584
1338927879552430086,1338553796583108608
1338847170951344130,1338553796583108608
1338758534280974336,1338553796583108608
1338708453942915072,1338553796583108608
1338674508845228033,1338553796583108608
1338670887642386438,1338553796583108608
1338663856017731592,1338553796583108608
1338663211403517965,1338553796583108608
1338642168181895170,1338553796583108608
1338638561080438786,1338553796583108608
1338632993372422144,1338553796583108608
1338632761259610112,1338553796583108608
1338622064673087490,1338553796583108608
1338615889080434694,1338553796583108608
1338612922667425792,1338553796583108608
1338606657702490112,1338553796583108608
1338603522598703104,1338553796583108608
1338602836578480128,1338553796583108608
1338602660174315522,1338553796583108608
1338599973403779077,1338553796583108608
1338596731441750016,1338553796583108608
1338592491365425162,1338553796583108608
1338589278796910601,1338553796583108608
1338588021776654343,1338553796583108608
1338587634554327041,1338553796583108608
1338587221692215296,1338553796583108608
1338585837336809472,1338553796583108608
1338576467240751104,1338553796583108608
1338574765976522753,1338553796583108608
1338574724146757633,1338553796583108608
1338572451647778819,1338553796583108608
1338567564272623616,1338553796583108608
1338563776132550657,1338553796583108608
1338563539527667715,1338553796583108608
1338560635727212550,1338553796583108608
1338560335763156992,1338553796583108608
1338559000552632322,1338553796583108608
1338557288962019336,1338553796583108608
1338556425136709642,1338553796583108608
1338554187047645185,1338553796583108608
1338553947020292099,1338553796583108608
1339719348144009217,1338540672144568321
1338673970183172099,1338540672144568321
1338662594043932674,1338540672144568321
1338621822405906438,1338540672144568321
1338561476420919298,1338540672144568321
1338555434286919680,1338540672144568321
1338545234867720192,1338540672144568321
1338541480542167041,1338540672144568321
1340471354848665600,1339651947285065728
1340470571952386048,1339651947285065728
1339652738599317505,1339651947285065728
1339376874145898496,1339247139126382592
1339279363037126661,1339247139126382592
1339278759518752769,1339247139126382592
1339254632166662145,1339247139126382592
1339251814617772041,1339247139126382592
1339248321005752328,1339247139126382592
1339937762762514433,1339873636040073216
1340339054613725191,1340123063724195846
1340339054613725191,1340123063724195846
1340120892534259712,1339977177215864832
1340120729707134977,1339977177215864832
1340068058577182727,1340067346262749185
1340067346262749185,1340066657360883713
1340066657360883713,1340065358439469056
1340065358439469056,1340060460947820544
1340060460947820544,1340057262556065792
1340057262556065792,1340049141674733568
1340051327326572546,1340050621186097154
1340050621186097154,1340050094742237185
1340050094742237185,1340049514032373760
1340049514032373760,1339994083805327366
1340049141674733568,1340048824107151364
1340048824107151364,1340045004761411586
1340046852759105536,1339977177215864832
1340045004761411586,1340044383236833280
1340044383236833280,1340043024806649856
1340043024806649856,1340041673355739137
1340041673355739137,1339994083805327366
1339997763291865088,1339977177215864832
1339994369135439873,1339977177215864832
1339994083805327366,1339988370513137664
1339993154423042054,1339977177215864832
1339988370513137664,1339988141797765120
1339988141797765120,1339977177215864832
1339981377954066432,1339977177215864832
1339979590169554945,1339977177215864832
1339978981559431173,1339977177215864832
1340469878566891525,1340468153638400003
1340462654746443776,1340462342920876032
1340462342920876032,1340461607890071552
1340461953542701057,1340461607890071552
1340461777314852867,1340461240175476743
1340461607890071552,1340461240175476743
1340461244801814534,1340459712396050432
1340461240175476743,1340459277580984322
1340460294955552776,1340459712396050432
1340460061227888640,1340457578254512129
1340459768176128007,1340458186273386496
1340459712396050432,1340459117627011072
1340459277580984322,1340449554118942722
1340459117627011072,1340458186273386496
1340458542164262914,1340452945637339136
1340458271849758728,1340455995470991361
1340458186273386496,1340457476072849408
1340457476072849408,1340456835183210496
1340457060069208065,1340451480063647744
