Source,Target,weight
bbayer5,bbayer5,1
bauerdorf,TeamTrump,1
a_zionist,CCDHate,1
allsummerhoe2,DrMadej,1
amairanyem,HowleyReporter,1
amagee29,BeNosey,1
altcensored,OliviaP28146643,1
alpipkin,KimonaQ,1
aloicious28,RealCandaceO,1
alogicalhooman,marklevinshow,1
aln_luvs_dch,masuruha2,1
almuth_gbler,Nigel_Farage,1
almaletisia85,JosephJFlynn1,1
allxorxnothing,StopNewNormal,1
allesj,JosephJFlynn1,1
angel2c123,ZubyMusic,1
alisadoc1,CCDHate,1
aliggetssocial,CCDHate,1
alicia8515,AndrewYang,1
alhoraji,Quicktake,1
alexloyal,real_defender,1
alexinsedona,BusyDrT,1
alexespind,GeoRebekah,1
alchemytoday,thereal_truther,1
alchemytoday,alchemytoday,1
albur1948,DrMadej,1
amaloif_m,TeamTrump,1
amandacconn,TheAtlantic,1
amber693,maxthelionx,1
ameegeeee,Nigel_Farage,1
ang1exx,StopNewNormal,1
andypalombo,StopNewNormal,1
andyoval,StopNewNormal,1
andygrabill55,richardursomd,1
andrewptak,AndrewYang,1
andrewjbrooks1,simondolan,1
andrew_lilico,BallouxFrancois,1
andrew039482982,realDonaldTrump,1
and_shook,and_shook,1
and_kell,surfthespectrum,1
and_kell,sallyKP,1
and_kell,davidvsherrod45,1
and_kell,SamCaudell,1
anconky,socialtechno,1
ancientpaths220,simondolan,1
anath86874384,simondolan,1
anarchic_teapot,CCDHate,1
anantucketlady,realDonaldTrump,1
ana74ruiz,Quicktake,1
amymindie,GeoRebekah,1
amurika_,CryptoBull2020,1
albeth71,JosephJFlynn1,1
alanshore,alanshore,1
alanconroy,realDonaldTrump,1
adiktive956,eileeniorio,1
adele_leona,BusyDrT,1
addi94047861,ChrisWickNews,1
adams40868803,TeamTrump,1
adammcraee,BeNosey,1
aconoh,CCDHate,1
aces2269,eileeniorio,1
acehoagie,MariaFrancisci,1
accretionist,txmihxxcxx,1
abuddy,MonoromWu,1
abrown_byrd,DrMadej,1
abreybugg,simondolan,1
above_acut,nypost,1
abigail17us,DrMadej,1
abfaure,BallouxFrancois,1
abearatthezoo,JmagodudeHD,1
abbyblue204,TeamTrump,1
ab801gta,CNBCtech,1
aaronbthornton,realDonaldTrump,1
aap53,GrantVandenberg,1
aalsubaie___,Quicktake,1
aaconnor1,BusyDrT,1
adihere,DebarringtonH,1
adolfpriller,GeoRebekah,1
alan9360824443,ABC,1
adrianasah,nypost,1
alagibson,realDonaldTrump,1
al3xmansell,simondolan,1
al38823512,masuruha2,1
akm1373,realDonaldTrump,1
akm1373,HowleyReporter,1
akm1373,BusyDrT,1
aji_ley,RealCandaceO,1
ajhoge,CryptoBull2020,1
airicamichelle,pipnotic,1
airgweilo,benjimaan22,1
airgweilo,CCDHate,1
airedale1951,realDonaldTrump,1
ainsalmaini,CryptoBull2020,1
aimiraje,DailyCaller,1
aijumper,AndrewYang,1
ahncs_kr,RealCandaceO,1
ahlstedt69,simondolan,1
ahe6188,DrMadej,1
ahal79,MelissaMorlock,1
afamilyguy,richardursomd,1
aeg0717,nypost,1
angbugny,CCDHate,1
angela_logsdon,RealCandaceO,1
batts_o,rallygirlz08,1
auscandoc,HelenEBedford,1
azfazf2,realDonaldTrump,1
azcountryboy29,EdwardDuong2,1
ayotundeaa,Quicktake,1
axidentaliberal,realDonaldTrump,1
awesomesaucer6,DogmanOW,1
awatila,CNBCtech,1
awagel01,GeoRebekah,1
avtppdave,RealCandaceO,1
averill_bowers,GeoRebekah,1
auscandoc,thereal_truther,1
aurtemus,GeoRebekah,1
angelabme1,realDonaldTrump,1
aungshein99,Milleniumdustb1,1
atlelainesong,TerryMcGinness3,1
ataylor1097_ann,marklevinshow,1
aspiring2Bfree,ZubyMusic,1
aspiesmom,sffoodchaser,1
aspiesmom,Thotiwestbrook1,1
aspiesmom,DoritoReiss,1
aspect001,TeamTrump,1
asnorm,nypost,1
askeamonn,askeamonn,1
azilanazri,CCDHate,1
aznchristians,Nigel_Farage,1
azrulmohdkhalib,CCDHate,1
baKLo,richardursomd,1
battlefrontgen1,DrMadej,1
batak2019,FreedomFlowers4,1
basiclypro,AndrewYang,1
bartoldome,CCDHate,1
bartender729,KimonaQ,1
barbig26,matty_323,1
barbig26,barbig26,1
bankiegirl,k_klo224743370,1
bandclover,TeamTrump,1
banaltwittbimbi,GeoRebekah,1
bambudude,CCDHate,1
bamagirl35950,GeoRebekah,1
bam57581565,StopNewNormal,1
bam57581565,DrMadej,1
baggiebirdd,ChrisWickNews,1
badzoot7,WAPFLondon,1
badzoot7,Rosewind2007,1
backsasscryer,ZubyMusic,1
babyname_maven,and_kell,1
babydoll7777777,DrMadej,1
baalat1,DebarringtonH,1
ashleysoudah,Nigel_Farage,1
ashleylucia__,ChrisWickNews,1
ashleykoss,k_klo224743370,1
anvil1bighammer,CryptoBull2020,1
antonio68139370,richardursomd,1
antifaorwall2,ChadaChanel,1
anthowcwm,StopNewNormal,1
anthonygyamfi11,GeoRebekah,1
anthony_ryan96,TeamTrump,1
anonymo46955539,RealCandaceO,1
annmarioc,annmarioc,1
anniebleaves,TeamTrump,1
annekwoodworth,GeoRebekah,1
annagaranin,richardursomd,1
ann_lannin,locka99,1
ann_lannin,bh8811,1
ann_lannin,McDougclemson,1
anlee_lee,GeoRebekah,1
anksMallys,CryptoBull2020,1
anitathebestest,CCDHate,1
animatedcam,ZubyMusic,1
angelspark197,realDonaldTrump,1
angelp247,realDonaldTrump,1
angelo_bottone,g0edw1g01,1
angelo_bottone,angelo_bottone,1
antov2401,masuruha2,1
apcmtb,simondolan,1
ashleyfreeman77,realDonaldTrump,1
aph_ter,CryptoBull2020,1
ashishavyas,CCDHate,1
asheeka1,DebarringtonH,1
ashabchik1,HowleyReporter,1
asa_bloom,Nigel_Farage,1
artist_susie,masuruha2,1
arthurbraganca7,arthurbraganca7,1
arthurbraganca7,JustinSandefur,1
arthelow1,StopNewNormal,1
artaxis,simondolan,1
arslanrpk4,Quicktake,1
arriereagain,CCDHate,1
arrhenius,CCDHate,1
armourprotected,eileeniorio,1
arelab13,FranMFarber,1
are_washington,DailyCaller,1
aquarius2639,GeoRebekah,1
aquaman1945,marklevinshow,1
aprongirl1960,TeamTrump,1
aprocryphal,eileeniorio,1
aprocryphal,LotusOak2,1
aprilm_pienta,HowleyReporter,1
bois0917,AudrieFarris,1
jivin123,ZubyMusic,1
ilgephelfis,realDonaldTrump,1
scanthetruthcom,ZubyMusic,1
sdbees1953,DebarringtonH,1
scruten_eyes,richardursomd,1
scratchhere,masuruha2,1
scouterriffic,and_kell,1
scotty_kiker,Preciouslindy,1
scottmarks,DebarringtonH,1
scott_highland,its_menieb,1
scnyny,GeoRebekah,1
schmegin,FreedomFlowers4,1
scented444,scented444,1
scamdemonium,richardursomd,1
sdk14754977,usquequo_domine,1
sburke85,CCDHate,1
sb_tracy,brianlilley,1
saylorgirl7,BusyDrT,1
saviosiqueira,TheAtlantic,1
saulbraverman,RealCandaceO,1
saucy3george,JosephJFlynn1,1
sassysdreams,TheAtlantic,1
saribethrose,GeoRebekah,1
sarah_welt,CCDHate,1
saraart4,MrCrazee,1
sdharv19,steber232,1
seaned75,Nigel_Farage,1
shawnt1973,nypost,1
sevenbarlounge,AndrewYang,1
sharpwittedone,marklevinshow,1
sharperpen,JosephJFlynn1,1
sharonf1001,marklevinshow,1
sharoncabana,no_silenced,1
sharingpeace,EASIchngsLives,1
sharie_kaye,GeoRebekah,1
sharannie63,gtconway3d,1
shachurchwell,and_kell,1
sgraham82,barredindc,1
sevenbarlounge,sevenbarlounge,1
serphillipsbob,realDonaldTrump,1
seaside30501886,k_klo224743370,1
sergiolopezmir,SputnikInt,1
sergejjlee,SputnikInt,1
sensei328,GeoRebekah,1
sel2702,k_klo224743370,1
seki_yo,eileeniorio,1
seektruthextra,BeNosey,1
seeksheath,JosephJFlynn1,1
seeker_1us,GCanty3,1
seeafillem6277,nr12_nikrosic,1
seeafillem6277,Liz63186604,1
sara_aniano,TheAtlantic,1
sapienist,CCDHate,1
sanntseud,marklevinshow,1
ross_smiling,Tree17891,1
ryandigitale,finnoconnell,1
ryandigitale,Nigel_Farage,1
rup1953,AndrewYang,1
rt_dakota,ZubyMusic,1
rronald68,ChadaChanel,1
rrkirk2,realDonaldTrump,1
rpj66,marklevinshow,1
rozboody,richardursomd,1
round_windows,Rosewind2007,1
rosscmary,realDonaldTrump,1
rosemhook,GeoRebekah,1
sangria200,CCDHate,1
rosecortes,GeoRebekah,1
rosaliaantal,TeamTrump,1
ronnynga,Quicktake,1
ronmartens65,JosephJFlynn1,1
roncoortiz,DrMadej,1
romanet_carol,CCDHate,1
roj_rouge,CCDHate,1
rogutier_,TheAtlantic,1
rogergumley,brianlilley,1
roger_rurka,MariaFrancisci,1
ryanlim_eu,DrMadej,1
rythenihilus,ZubyMusic,1
s1hemphill,GeoRebekah,1
s7e7e7,JosephJFlynn1,1
saneworld1,BusyDrT,1
sandywvu,gtconway3d,1
sandynigeluca,DrDanilychevMD,1
sandyb432,AndrewYang,1
sandstorm1718,nypost,1
sandrakent38,StopNewNormal,1
sandoly,DrMadej,1
sandipan52,RealCandaceO,1
samwisbey,CCDHate,1
samtorode,DebarringtonH,1
sammievb1,JosephJFlynn1,1
samanthazeller3,BusyDrT,1
samanthasykes61,ChrisWickNews,1
saltyconchy,DebarringtonH,1
salspua,Kellysgrace,1
sallyJoy_isfree,masuruha2,1
sallambo7,RatesZero,1
sageandhoney_,DrMadej,1
safbpw,CryptoBull2020,1
saajida_dnm,JosephJFlynn1,1
sa711333,ChrisWickNews,1
sharytextm2,ChrisWickNews,1
sheldon70544702,TeamTrump,1
patriotMabeans,ABC,1
speaks_esther,nypost,1
sr_dga,realDonaldTrump,1
squirrel5472,realDonaldTrump,1
sprinkles19025,realDonaldTrump,1
spread_credit,Andrea_Bacciu,1
sportingtours,Trumpsta17,1
sportingrev,CCDHate,1
spinerau,RealCandaceO,1
spencer68,BallouxFrancois,1
speechl46384206,RealCandaceO,1
spearsdeni,realDonaldTrump,1
spatato89,CryptoBull2020,1
ssddabtd,SkartveitNancy,1
sparkobuzzer,SputnikInt,1
spaceavailable4,realDonaldTrump,1
spaceastrium,BallouxFrancois,1
spaceLem,is_issie,1
sowo25,realDonaldTrump,1
southhoney,realDonaldTrump,1
southernbelljar,gtconway3d,1
sourcejedi,sourcejedi,1
sourcejedi,BallouxFrancois,1
soulektor,DrMadej,1
srduquette3,brianlilley,1
sssavory,JosephJFlynn1,1
shemarlas,ChrisWickNews,1
steber232,Tree17891,1
stephphilip8,KimonaQ,1
stephiD1969,ChrisWickNews,1
stephenikojie,RealCandaceO,1
stephaniek817,tkleghorn1,1
stephan63535763,ChrisWickNews,1
stellamaris325,Nigel_Farage,1
steber232,steber232,1
steber232,sdharv19,1
steber232,muka_taulant,1
steber232,davemarney71,1
steber232,BallouxFrancois,1
st_oshi,FreedomFlowers4,1
stayingsecret,KimonaQ,1
star3ph,DrMadej,1
stanleybb50,marklevinshow,1
stang352,JacquelineS59,1
standforbetter,gtconway3d,1
stacylb,GeoRebekah,1
stacyfortner,GeoRebekah,1
stacia73955301,GeoRebekah,1
staceypascal2,Immunize_USA,1
staalmandXRP,HowleyReporter,1
sorin1988,GeoRebekah,1
soofriends,DebarringtonH,1
soobama,GeoRebekah,1
silverkulwant,CathyCathyFox,1
slamb20,KimonaQ,1
skylar617,TeamTrump,1
skiptomyloser,nypost,1
skippy08494285,TeamTrump,1
skigottadrop,Anthony83988771,1
skicrampons,CCDHate,1
sirrthonsimon,SeanSeanbryson,1
simonlerosbif,simondolan,1
sim0n40,simondolan,1
silvia_grajales,MrCrazee,1
signalhum,jonathanstea,1
sonnetsong,simondolan,1
signalconductor,signalconductor,1
sidljon,brianlilley,1
shivmeaker,lavoixtheshow,1
shilaKzK,FreedomFlowers4,1
sheyimite,realDonaldTrump,1
sherylsteers,nypost,1
sherrylynne60,realDonaldTrump,1
sherrye50789268,realDonaldTrump,1
shernotcher,Ally1J,1
sheridan3520,Nigel_Farage,1
slicknwicked,FreedomFlowers4,1
slim0n3,ChrisWickNews,1
slinky4691,ZubyMusic,1
slnpol,DrMadej,1
somanicorganic,DebarringtonH,1
solongsweeties,Moola90442286,1
solongsweeties,ARDye71,1
soldiersmom927,HowleyReporter,1
sodagrrl,marklevinshow,1
socalpistolpete,DailyCaller,1
sng0777,FreedomFlowers4,1
sneggmannen,ChadaChanel,1
snarky1122,ErrochikkuR,1
snappybakes,TheAtlantic,1
snaker08,CryptoBull2020,1
snailkite28,gtconway3d,1
smvoris,CNBCtech,1
smthingfishy,realDonaldTrump,1
smkstead,nypost,1
smithpatricia02,JosephJFlynn1,1
smergiej,JosephJFlynn1,1
smalltownandrew,KimonaQ,1
smallsky6,HowleyReporter,1
slvrfnx,GeoRebekah,1
sloan_kett,ZubyMusic,1
robnicholsontor,koax,1
robnanza3,Sunlove71194249,1
roblynnm,CNBCtech,1
pldemler,DebarringtonH,1
pompeyaj1,ChrisWickNews,1
pollypocketmom,Basics4Balance,1
politicalHwife,realDonaldTrump,1
politicalHwife,JosephJFlynn1,1
pokefan1007,Nigel_Farage,1
poeticsheepdog,ZubyMusic,1
podnoss,AndrewYang,1
pnr9,AndrewYang,1
plinkcity,DailyCaller,1
pleinemerclaire,pleinemerclaire,1
plantman2310,plantman2310,1
popstherock33,nypost,1
plantman2310,LallyB9004,1
plantman2310,Adam_Puzio,1
plantlady293,Preciouslindy,1
pkehl54,GeoRebekah,1
pjm_tesla_369,realDonaldTrump,1
pixelpanda,jennyrickson,1
pixelbred,richardursomd,1
pixelbred,DannyGiles62,1
pippylongsock1,Nigel_Farage,1
pip_reaper,Nigel_Farage,1
pookoo_2000,GeoRebekah,1
potoole70,marklevinshow,1
robles_jdaniel,eileeniorio,1
qon_yu,ABC,1
rachellepavlova,RealCandaceO,1
rach85651397,FreedomFlowers4,1
racewinner1987,Nigel_Farage,1
qutekek,masuruha2,1
queer_eel,lavoixtheshow,1
queentawanda,BusyDrT,1
queenkathia,ChrisWickNews,1
quarteralien,eileeniorio,1
quarteralien,CalifDeplorable,1
qq_praline,DrMadej,1
puppylovr,BusyDrT,1
powerpoints101,willemhilton7,1
psychunseen,jonathanstea,1
psibernaut,simondolan,1
psalm33one,StopNewNormal,1
prxtzxl_,Richard60147914,1
promethesis,KentTiger61,1
progressiveging,GeoRebekah,1
priyachandscifi,CassieY4,1
prettytastygdns,picphysicians,1
prchrbbc,marklevinshow,1
pr_pondering,CCDHate,1
pinpuller,brianlilley,1
pinkstarrbust1,picphysicians,1
pinkbeachlady,HowleyReporter,1
pdxverde,GeoRebekah,1
perfectionsaid,realDonaldTrump,1
perdue_jrp,gtconway3d,1
peggy_blair,RachelNotley,1
peggowens,GeoRebekah,1
pedwards_phil,GunnKit,1
pedwards_phil,CCDHate,1
pecandust98,richardursomd,1
peacockqueen2,realDonaldTrump,1
peacendlovu,Lulux96918819,1
peace1,DebarringtonH,1
pcliers,SputnikInt,1
pinestrawwookie,masuruha2,1
pbrasga,realDonaldTrump,1
pazvante3,HowleyReporter,1
pawdebb,GeoRebekah,1
paulrprichard,StopNewNormal,1
paulp00,gtconway3d,1
paulmoss5,Nigel_Farage,1
paulmelanson007,RachelNotley,1
paulmcclintock,GeoRebekah,1
paullypittsteel,paullypittsteel,1
paulabitchener,simondolan,1
perfectword11,marklevinshow,1
pete_eastwood,RobbieVdg,1
petermbenglish,CCDHate,1
petermcginnes,JosephJFlynn1,1
pimpi59,Quicktake,1
pierread,nypost,1
pie_shut,realDonaldTrump,1
pie_mili,ChrisWickNews,1
pickles_wife,eileeniorio,1
pickettjessica,kopalo,1
phxlifestyles,GeoRebekah,1
phx2009,Moola90442286,1
philski1usa,DebarringtonH,1
philly557_ward,GeoRebekah,1
philippglanzm11,FreedomFlowers4,1
philiplaureano,gtconway3d,1
phfdehaan,3Groter,1
phemale61,DebarringtonH,1
phdemoulin,richardursomd,1
phamari2,AndrewYang,1
pgrlegacy,ChrisWickNews,1
pezheadz,germ_nation14,1
pezheadz,ChrisWickNews,1
petey_pabl0_g,ChrisWickNews,1
peterre76976220,mamaindigo,1
rafcalmd,gtconway3d,1
rags2richesm8,rags2richesm8,1
rajkumar5star,Quicktake,1
revmargaretp,realDonaldTrump,1
richard27451224,simondolan,1
rich999999,SVerghis,1
rich999999,Captain38346207,1
rican9042,JosephJFlynn1,1
rhodaneill,RealCandaceO,1
rhinna57,marklevinshow,1
rhianonmat,HowleyReporter,1
rhawk301,eileeniorio,1
rgiselerocket,BusyDrT,1
rfgph,rfgph,1
revgohogsgo,richardursomd,1
reeta_iceburg,reeta_iceburg,1
revcarth,GeoRebekah,1
revcarth,Book_Hog1,1
revcarth,Beyondt30917241,1
restkooh,BusyDrT,1
resisternessy,GeoRebekah,1
reneecrichlowMD,CCDHate,1
reneebarnes626,DrMadej,1
relmakesmusic,AdamMcCreary,1
regularperson12,regularperson12,1
regina676,Nigel_Farage,1
richardhallam,BallouxFrancois,1
richcoxphoto,gtconway3d,1
richm29,CryptoBull2020,1
rickesr,richardursomd,1
robjh1,KimonaQ,1
robinbobula,BusyDrT,1
robhendriks1970,CryptoBull2020,1
robertseik71,HowleyReporter,1
robertardalane,StopNewNormal,1
robert_crosby20,Preciouslindy,1
robert_crosby20,KimonaQ,1
robbirch7,JosephJFlynn1,1
roadsterkaren,eileeniorio,1
rnmbonz,ChrisWickNews,1
rn7lexi,masuruha2,1
rmbpod,rmbpod,1
rkathryn_goode,Ally1J,1
rjeter9394,Quicktake,1
rizzles114,simondolan,1
rivkin_suzanne,TeamTrump,1
ritageo52,AndrewYang,1
riotwomennn,TheDennisDavis,1
rietoria,KimonaQ,1
ridingoutstorms,realDonaldTrump,1
ridemyhog,paulsummergrad,1
regalocya,CNBCtech,1
reeta_iceburg,nospin_43,1
ralph3441,marklevinshow,1
ray12smit,3Groter,1
realABswim_tri,RachelNotley,1
readyletsgo27,KimonaQ,1
reactiveIntent,StopNewNormal,1
rdmoccia,GrantVandenberg,1
rcunknown47,CaraMastrey,1
rcms37,c_r_5,1
rbrtcffmn,Nigel_Farage,1
rbgenergy,GeoRebekah,1
rbenny27,AndrewYang,1
rayreich1,Nigel_Farage,1
rawphonegirl,realDonaldTrump,1
reeta_iceburg,forshumsangt,1
rawbeaujames,ChrisWickNews,1
ravioli56,DrMadej,1
rareperspektiv,HowleyReporter,1
rangold_r,GeoRebekah,1
range_4,nypost,1
randomfella1972,MrCrazee,1
rand_ric,GeoRebekah,1
ramtamramtam70,DrMadej,1
ramirez_tuco,RealCandaceO,1
ramillerrg1,DrMadej,1
realDonaldTrut1,Nigel_Farage,1
realGilbertP,Harry4Troy,1
realNarcissco,realNarcissco,1
realOOkafor,Quicktake,1
reeta_iceburg,Normal103270532,1
reeperbahn_de,ChrisWickNews,1
redwhitebluedog,JosephJFlynn1,1
redpilledQueen,nypost,1
redhawk_2020,Preciouslindy,1
reddog02112,JGRAD99,1
redboybroken,gtconway3d,1
rebeccawebb20,TeamTrump,1
rebeccapapenbur,Preciouslindy,1
realstevemries,realDonaldTrump,1
realsled,oogly5412,1
realsled,kerr_west,1
realsled,deckape09,1
realsled,SininStyle,1
realsled,JayEstus,1
realmamorgan,realmamorgan,1
realgenezelin,marklevinshow,1
realawaters,masuruha2,1
realTroyLime,realDonaldTrump,1
realSchoenecker,eileeniorio,1
realPitBullDog,larabond1,1
stephscheif67,gtconway3d,1
steve_riverman,DebarringtonH,1
stevecstny,DebarringtonH,1
vioelvira,marklevinshow,1
von_josiah,Jdunn1943,1
von_josiah,BeatsModeOn,1
vonDehnvisuals,vonDehnvisuals,1
vmrwanda,Quicktake,1
vmrwanda,ABC,1
vlandaverry,ChrisWickNews,1
vjfinuk,gtconway3d,1
viviennepitty,richardursomd,1
violentadvocate,DrMadej,1
violentadvocate,DontSpe54156130,1
vin1357,ABC,1
von_josiah,fototender,1
victimclture,Ally1J,1
vickiha99524867,GeoRebekah,1
vickiha99524867,ABC,1
vickifreewinds,PaulReveresHat,1
vickiebrown110,marklevinshow,1
viccming,TeamTrump,1
vfcampbell51,gtconway3d,1
velocityblade,velocityblade,1
vbrs4404,richardursomd,1
vaxfreedom_mi,eileeniorio,1
von_josiah,dylangaine,1
vrairr,DrMadej,1
trumplandiapost,TeamTrump,1
watcher69048477,maleflightnurse,1
wen1wn,Klundus,1
wellfleation,TeamTrump,1
weepieces,Nigel_Farage,1
wcy900410,PaulReveresHat,1
wcsek,GeoRebekah,1
wayt_4me,KimonaQ,1
waxqueenintempe,Preciouslindy,1
wavenezia,EefieMama,1
watson1_z,marklevinshow,1
watchthedrain,TeamTrump,1
watcher69048477,beejertron5000,1
wahtlord,hardie_joseph,1
watcher69048477,RobNeville1,1
watcher69048477,MelindaMartinez,1
waspishly,FreedomFlowers4,1
washumom,DebarringtonH,1
was_i_here,lespauljunior3,1
warrenvalewood,TeamTrump,1
walvarez747,ZubyMusic,1
walterhewlettjr,TeamTrump,1
walsalt,marklevinshow,1
wakeupUK2,simondolan,1
vavrek_james,DebarringtonH,1
vault_code,CryptoBull2020,1
vampyanji,CNBCtech,1
twatradar,k_klo224743370,1
twittyterri,GrantMcLellan9,1
twittyterri,AwakeorAsleep1,1
twitttime24,marklevinshow,1
twittinsusan,DebarringtonH,1
twisted_rabbit,Nigel_Farage,1
twetchdat,AzhellTom,1
tweetysoph86,tweetysoph86,1
tweetannylee,K1erry,1
tweetannylee,ChrisWickNews,1
tweetannylee,AndrewYang,1
tutt_brian,FatedSouls369,1
valvenice,AndrewYang,1
tuffy_sir,BallouxFrancois,1
tshepo27robert,richardursomd,1
tsch1718,gtconway3d,1
truthseeker8765,TonyLeyton3,1
truthseeker6761,DrMadej,1
truthpeye,jonathanstea,1
truthfilter7,ZubyMusic,1
truthbqmb,killa_xeno,1
trusty_ramona,Underta47017494,1
trustnoonekdp,ABC,1
tyrelle123,Trumpsta17,1
uflossnow,JosephJFlynn1,1
ukipwebmaster,Nigel_Farage,1
ukipwebmaster,simondolan,1
valadez_deanna,RealCandaceO,1
vahn318,gtconway3d,1
vaccinerisk,eileeniorio,1
vabene65,simondolan,1
uzzobe,realDonaldTrump,1
uwanttocomplain,StopNewNormal,1
usquequo_domine,sdk14754977,1
usp8triot,VOscientist,1
usa_patrick83,BlackLiesM4tter,1
ursusmaritimuss,KimonaQ,1
urpresident,marklevinshow,1
upset_american,johnny_0912,1
unusurped,MrCrazee,1
unusual_whales,realDonaldTrump,1
unsilentwitness,sallyKP,1
unobrake,DebarringtonH,1
unkwntrader,LLastic,1
unit_omega,DailyCaller,1
unBEARablyPolar,alexstein99,1
ulrikeclarke,Nigel_Farage,1
ukrlaa,realDonaldTrump,1
wendy_hume,simondolan,1
wendyhullfish,Preciouslindy,1
wendyleahd,DrDanilychevMD,1
yasserzareaa,simondolan,1
yoppuyoppu,CNBCtech,1
yojudenz,Preciouslindy,1
yoderj46,realDonaldTrump,1
yodadaddy69,FreedomFlowers4,1
yingmty,Quicktake,1
yeller22,ChrisWickNews,1
yegrguy,brianlilley,1
ycymry,GeoRebekah,1
yayayarndiva,CCDHate,1
yassienee,CryptoBull2020,1
yanotetuiteo,pussycattrolll,1
xianbao413,realDonaldTrump,1
yahoo121ali,realDonaldTrump,1
yah_follow,yah_follow,1
yaboyovens,richardursomd,1
y41101847,TeamTrump,1
xzlod,SDPHavant2019,1
xxxxxtzzzzyyyyy,DrMadej,1
xsiteme2,GeoRebekah,1
xrpdane,woke911,1
ximenaanemixx,StethoscopeOn,1
xiayibu2,DailyCaller,1
youWoodBee,ZubyMusic,1
youknwwhat,FreedomFlowers4,1
yourhavingagir1,StopNewNormal,1
youthwasbetter,DrMadej,1
zproxy,MyNameIsEarlB,1
zorinaq,MoreeSpinne,1
zoomlilly,BusyDrT,1
zoesinger,JosephJFlynn1,1
zisqv2003,realDonaldTrump,1
zionwarrior__,RealCandaceO,1
zhengyi2017,Quicktake,1
zeekheir,khalidalbaih,1
zatoth15,ChrisWickNews,1
zarconavich,RealCandaceO,1
zannerbee,JosephJFlynn1,1
zafarwestern,CCDHate,1
zachCtale12,KimonaQ,1
yyzplanespotter,brianlilley,1
yv_57,TheHiddenJewell,1
yung__nilla,CCDHate,1
yulianaorrego3,ABC,1
ytregaws,CCDHate,1
yperez0805,TeamTrump,1
yoyo0329,TeamTrump,1
youutube88,DrMadej,1
xiaoemo231,Nigel_Farage,1
xenosstinkriti,richardursomd,1
wenlex1,nypost,1
whoa2k,TheAtlantic,1
willemhilton7,KidIndigo93,1
willemhilton7,IsQpen,1
willemhilton7,HillLisaK,1
willemhilton7,GreveChad,1
willemhilton7,FlyOnTrumpsWall,1
willbarrett_1,DailyCaller,1
wildechris,Ally1J,1
wilbillbillie,gtconway3d,1
wiftrekutct,masuruha2,1
whodatbevo,HowleyReporter,1
whizzki98159165,FreedomFlowers4,1
xenkallas,BusyDrT,1
whizkids,TrustTHEQplan1,1
whizkids,JosephJFlynn1,1
whitekitty1990,DrMadej,1
whec65,DebarringtonH,1
whatusaynono,KimonaQ,1
whackfrost,Morning03761432,1
wglaaber,realDonaldTrump,1
westexc17,HowleyReporter,1
westernwalking,marklevinshow,1
wesmosteller,CNBCtech,1
willemhilton7,lulumesum,1
william_willia2,TheAtlantic,1
willsjoy,AndrewYang,1
wisit661,Eamfryoux,1
xaipe3,CCDHate,1
xLeonelMendez,TeamTrump,1
xJUSTBELIEVE,k_klo224743370,1
wynney25,CryptoBull2020,1
wyd_idk,ryrartist,1
ww_patriot_co,ww_patriot_co,1
wtfup4,RobbiePorter3,1
wtfteie,ABC,1
wsprspirit,GeoRebekah,1
wsnow11,brianlilley,1
worldhighballer,richardursomd,1
world_news_eng,ABC,1
wolves_michael,marklevinshow,1
wolfvane,kekedoyoulove45,1
wolfiegiggles,GeoRebekah,1
woke911,TeamTrump,1
wllms2020,realDonaldTrump,1
wl7_,richardursomd,1
wkchild,WarNuse,1
wkbaldwin,sallyKP,1
witchtwo,FreedomFlowers4,1
trumptrain1111,KimonaQ,1
trumphighcastle,gtconway3d,1
stevedameze,Quicktake,1
talk_nyc,FreedomFlowers4,1
taz39908001,masuruha2,1
taylorthatnet,flashgo21,1
taumanoto,Lulux96918819,1
tatianaschild,realDonaldTrump,1
tastyspatula,eileeniorio,1
tassopatrikios,ChrisWickNews,1
tararojas11,masuruha2,1
tantora_box,SputnikInt,1
tanakamaru1999,TeamTrump,1
tambain7,brianlilley,1
talitha_cumi,GeoRebekah,1
tbn97,TheAtlantic,1
tailssouth,RealCandaceO,1
tablandford,nypost,1
tabbyday,swagpieks,1
tabbyday,BlackNWhite365,1
taPicx,Lulux96918819,1
t5monkey,DrMadej,1
t3444c130,realDonaldTrump,1
t2hiers,Preciouslindy,1
synchroplicity,ZubyMusic,1
synchroplicity,DrMadej,1
tbears99,BusyDrT,1
tbncdnpoli,brianlilley,1
trumpetofsilver,DrMadej,1
teppdude,TeamTrump,1
tessyursine,StopNewNormal,1
tesscumberland1,Nigel_Farage,1
tesourodharma,StopNewNormal,1
terrywi36381644,StopNewNormal,1
terrywi36381644,MrCrazee,1
terryshall,nypost,1
terriblewis1,masuruha2,1
terriblewis1,ZubyMusic,1
terri10629204,FreedomFlowers4,1
teresitadl3500,RealCandaceO,1
tentsofabraham,WarNuse,1
tbone9070,DebarringtonH,1
templar_bar,nypost,1
teixeirahambro,Nigel_Farage,1
tedcruzburner6,RaphaelBurner,1
techvestventure,FreedomFlowers4,1
techsilver,Trumpsta17,1
teacher_choice,DrMadej,1
tdpopcorn,CCDHate,1
tdpga,Preciouslindy,1
tdchapman711,Nigel_Farage,1
tcfilizp,BusyDrT,1
synchr0nicity45,neatfeet74,1
