Source,Target,weight
luxCRUSADER,DrMadej,1
lveritas,masuruha2,1
mah_dennie,realDonaldTrump,1
magicaces,simondolan,1
maggiewise111,Preciouslindy,1
magaKennie,realDonaldTrump,1
maethwemo,ZubyMusic,1
maestrotimothy,GeoRebekah,1
madpurplelion,eileeniorio,1
madiris1999,gtconway3d,1
madaprojectRE,RealCandaceO,1
macazootie,PamJCarter,1
mabelrhymeswith,BusyDrT,1
m89357829,RealCandaceO,1
m4rv0_7734,DrMadej,1
m0rningstarr,realDonaldTrump,1
lynnejajissadie,solomicky2,1
lynnejajissadie,Spinozasrose,1
lynnejajissadie,LawFett,1
lynette67746779,simondolan,1
lyne_ian,ChrisWickNews,1
lyne_ian,BusyDrT,1
lyndariley2,GeoRebekah,1
maurice4747,realDonaldTrump,1
mawuli____,ABC,1
maxthelionx,ArcaneKnowledge,1
miha_mojster,Preciouslindy,1
mimosakoro,Quicktake,1
mimiechou82,CryptoBull2020,1
milvtx,realDonaldTrump,1
milena_paterson,JosephJFlynn1,1
milanhauth,DrMadej,1
mikeyhatesit,Annabananana47,1
mikesellgroup,BusyDrT,1
mikejon02889885,CNBCtech,1
mikachu223,CryptoBull2020,1
miia_2018,CNBCtech,1
migi_dori,TeamTrump,1
michael17071975,nypost,1
midgeunique,CCDHate,1
microflights,StopNewNormal,1
michellenebooks,Lulux96918819,1
michellecouk,Nigel_Farage,1
michelew561,GeoRebekah,1
michelesayer,DailyCaller,1
michelepriscal,marklevinshow,1
michaelxdice,CNBCtech,1
michaelpeckerar,CCDHate,1
michaelpbreton,CryptoBull2020,1
mimzybug,DebarringtonH,1
mindterrorist,MyNameIsEarlB,1
mintameara,RealCandaceO,1
mintchoco_chu,TeamTrump,1
mojo1026,HowleyReporter,1
mojalefa_sebati,masuruha2,1
mojalefa_sebati,HowleyReporter,1
mohd_w50,CNBCtech,1
mode_soleil,Nourtyasmine,1
mode_soleil,ChrisWickNews,1
mnelson602,2k20Bryant,1
mmsoxford,Nigel_Farage,1
mmostek,gtconway3d,1
mmichael3,nypost,1
mmayka1,GeoRebekah,1
mmatessa,realDonaldTrump,1
mmamas1973,PushpaShivaram,1
mklemon,ChrisWickNews,1
mj_0098_,HowleyReporter,1
mitarasi11111,realDonaldTrump,1
missdiamond59,masuruha2,1
miserablesatire,k_klo224743370,1
miriamleon4444,DebarringtonH,1
mira_blackstar,HowleyReporter,1
miportner,AndrewYang,1
michaelkoher1,ChrisWickNews,1
mic4783,cindyjackou,1
maxthelionx,Capulcu_Orcun,1
mciver1977,Nigel_Farage,1
meld86407242,and_kell,1
melayn2001,ChrisWickNews,1
mejkshaef,Greg_Tolan,1
mejkshaef,ChrisWickNews,1
meghan_mortimer,ChrisWickNews,1
medusanewsfeed,Mehgic,1
mechanitom,CCDHate,1
meandtheother3,Normal103270532,1
mdennis0610,AndrewYang,1
mcm_chef,GeoRebekah,1
mcgee_mom,gtconway3d,1
mhmod9891,khalidalbaih,1
mcgeary_michael,TheHiddenJewell,1
mcfunny,Rosewind2007,1
mcdunnough_i,JohnApp00550195,1
mccp96,GeoRebekah,1
maybebootfaced,DebarringtonH,1
maybe_robots,dartfrogpaul,1
maxthelionx,damianstevensuk,1
maxthelionx,Sentinel_Nhan,1
maxthelionx,NorrisDewar,1
maxthelionx,JohnHor14418049,1
meldu5,KimonaQ,1
melindaaa_chan,Quicktake,1
melindm2,AndrewYang,1
melissactweets,BusyDrT,1
mgups2002,brothrstrawbrry,1
mg1104,realDonaldTrump,1
mfisk56842,TeamTrump,1
mferrini,GeoRebekah,1
methos5k,methos5k,1
messicoys,ChrisWickNews,1
merryonthemove,Nigel_Farage,1
merry502,TeamTrump,1
merrowe863,gtconway3d,1
merriemarie,marklevinshow,1
merlinslaugh,priyachandscifi,1
meredithwire,richardursomd,1
meredithwire,Hoglitosis,1
merchant_bonnie,GeoRebekah,1
mercede83440556,DrMadej,1
meraulton,StopNewNormal,1
menzel57,DrMadej,1
menares1945,realDonaldTrump,1
mem_somerville,MarnaNightingal,1
melmeldc,ABC,1
melitha_russell,Candy_Slice_,1
TX_MockingBird,tonyander,1
Snake_Ski_,CryptoBull2020,1
TW69561809,brianlilley,1
EJAM117,LilburnLA,1
Eden29854545,AndrewYang,1
EddWords_,FreedomFlowers4,1
EdDale777,richardursomd,1
EckoeSeven,realDonaldTrump,1
EarthlingNathan,gtconway3d,1
EamonnLorigan,GeoRebekah,1
EZER__KENEGDO,ChrisWickNews,1
EXrayFuSion,keryn_1,1
ETaylor698,CryptoBull2020,1
ELLE_757,masuruha2,1
EDUPOETRESS,GeoRebekah,1
EdithDunham5,BallouxFrancois,1
ECandella,ECandella,1
EAWallaceDudley,simondolan,1
EASIchngsLives,sharingpeace,1
EASIchngsLives,BusyDrT,1
E513_315E,E513_315E,1
E1GtO2OEurEhLFn,nypost,1
DvonAlba,AndrewYang,1
DustieDahl,Preciouslindy,1
DuplerPat,DrMadej,1
DunlopCharlene,JosephJFlynn1,1
EdgarJoeMartin2,DailyCaller,1
EdithKHALL2,realDonaldTrump,1
Fractalwatch,ChrisWickNews,1
ElaineOverturff,JosephDarrellW1,1
Elgs5,realDonaldTrump,1
EleutheriaAll,EleutheriaAll,1
ElegantProjects,CCDHate,1
ElectriCheese,DebarringtonH,1
ElderGrizzly,realDonaldTrump,1
Elam1,RachelNotley,1
ElaineOverturff,southrnfarmgirl,1
ElaineOverturff,realyourhedge,1
ElaineOverturff,Natuq2,1
ElaineOverturff,Lolopalotza,1
ElaineOverturff,CarrieShockley5,1
EducateALLNJ,eileeniorio,1
ElaineOverturff,AliciaOConnell8,1
ElaineLutz4,JosephJFlynn1,1
ElCastigadorPR,marklevinshow,1
Eisdus,Eisdus,1
EinsteinsMagic,Preciouslindy,1
EinsteinsMagic,KimonaQ,1
Eigenmetric,ChrisWickNews,1
EffinBartIt,RealCandaceO,1
EdzardErnst,jonathanstea,1
EdwardhughJack4,Nigel_Farage,1
Dunham70,AndrewYang,1
DukeAnesRes,StethoscopeOn,1
DudleyD00090448,marklevinshow,1
DrDanilychevMD,PintoBlades,1
DrJaredWesley,jonathanstea,1
DrGCOAnon,DrMadej,1
DrFred57,Preciouslindy,1
DrEmbrace,BusyDrT,1
DrDanilychevMD,wendyleahd,1
DrDanilychevMD,mamalionpack,1
DrDanilychevMD,huckledorse,1
DrDanilychevMD,daciaisback,1
DrDanilychevMD,TankGothic,1
DrDanilychevMD,Spinky363,1
DrAmyBroach,StethoscopeOn,1
Duckyv72,Preciouslindy,1
DouglasJCoates,NoMalarkeyMika,1
DoubleD_2020,DailyCaller,1
DottorCaroia,eileeniorio,1
DotsonPatte,JosephJFlynn1,1
Doozer76,StopNewNormal,1
DonnieHendrix5,realDonaldTrump,1
Donnapet,KimonaQ,1
DonnaRe26085625,GeoRebekah,1
DonnaMcNab1,DonnaMcNab1,1
DonnaLove222,realDonaldTrump,1
DrJeromeDC,richardursomd,1
DrJudyStone,CCDHate,1
DrLimeback,AFS_Fertilizer,1
DrNurseProf,GeoRebekah,1
Duckvvorth,Quicktake,1
DubyWojo,CathyCathyFox,1
DrkWlf514,MyNameIsEarlB,1
Driz72,StopNewNormal,1
Drhammadkhan,BallouxFrancois,1
DrewMiller13,T_FLgal,1
DreaRene29,GeoRebekah,1
DrdaveAnddee,masuruha2,1
Dragong76238211,BusyDrT,1
Dr_Truthseeker,ZubyMusic,1
DrTessaT,matthewtaber,1
DrStrangelove4u,gtconway3d,1
DrSportsBra,gtconway3d,1
DrSamBr,nypost,1
DrPsychWest,SandyShuze,1
DrPsychWest,LesleaWitter,1
DrPhilipPellegr,jonathanstea,1
DrPete3,CCDHate,1
DrPatariro,ABC,1
DrPanMD,Immunize_USA,1
DrOfJunkology,Malcolm_fleX48,1
Eliana7216,eileeniorio,1
EliasHNasser,DebarringtonH,1
Elizabe29599604,gtconway3d,1
FedXTennisPicks,Nigel_Farage,1
FlagGazer,KHShan,1
Fishhea36139754,VITOTttttt,1
FisaJen,VelvetSwagger,1
Firemdc780,CNBCtech,1
FiredMama,ABC,1
FiftyStars1776,realDonaldTrump,1
Fifi_Borgia,simondolan,1
Fenskip,StevenOKane2,1
FemmeVoilet,gtconway3d,1
FedupAm48219051,BusyDrT,1
FayeB16318295,gtconway3d,1
FalconFord7683,christopher316x,1
FatedSouls369,tutt_brian,1
FasahatMohsin,DrMadej,1
FarmersIdaho,realDonaldTrump,1
FarisSereke,CryptoBull2020,1
Farhad47182944,realDonaldTrump,1
FamSolidarity,angelo_bottone,1
FalseRivRFisher,htiekkeith1234,1
FalsePand3mic,RealCandaceO,1
FallonJnr,simondolan,1
FallonJnr,StopNewNormal,1
Flash685,masuruha2,1
FlatSlugbrains,benjimaan22,1
FlatplaneJayne,DrLimeback,1
FlatplaneJayne,richardursomd,1
FoxHpk,Nigel_Farage,1
Foster77Paul,simondolan,1
FormhalsPaula,JosephJFlynn1,1
FormerAntivax,KStateTurk,1
FordPrefect747,GregBrosh,1
FordPrefect747,DebarringtonH,1
For_Lisa_7,nypost,1
FonoSizwe,ChrisWickNews,1
Followy46217508,Angelamineweas1,1
FlynnReggie1,larabond1,1
FlynnReggie1,RandyGarrett123,1
FlynnReggie1,CNBCtech,1
FlossSays,BallouxFrancois,1
FloridaPanthe13,TeamTrump,1
FloridaPanthe13,RoyaMassah,1
FloridaPanthe13,MitchOrdSqn,1
FloridaPanthe13,GOsBC,1
FlorianJanina,HowleyReporter,1
FloBo2018,FloBo2018,1
Flkrew,Jerusalem_Post,1
Flip_0052,KimonaQ,1
FallInToronto,richardursomd,1
FalaskyD,Lulux96918819,1
Elizabe75402387,GeoRebekah,1
English_Rose25,simondolan,1
ErtlKel,realDonaldTrump,1
ErinOfAlaska,TheAtlantic,1
ErikaMi69803855,CNBCtech,1
EricgregoryF1,marklevinshow,1
EricYenyiv,DrMadej,1
EricPer08958368,AndrewYang,1
EricHermosillo1,GATXER,1
EricFrancoeur2,maryderrickart,1
Enterta74460991,richardursomd,1
EnragedPatriot,TeamTrump,1
EndemicPrepared,BallouxFrancois,1
Faith_By_Works,esau72x,1
EndHateRadio,gtconway3d,1
Emu52May,picphysicians,1
Emmalisemac,Athletics89,1
Emilyy_rosita,ChrisWickNews,1
EmfFact,AndrewYang,1
Emekamych,Jerusalem_Post,1
EllseaHoldFast,CCDHate,1
EllenSh89967531,realDonaldTrump,1
EllenFisher_,gtconway3d,1
Ella28769595,masuruha2,1
Es_Enki,CNBCtech,1
EshanMuhammad1,ChadaChanel,1
Eternally_100,picphysicians,1
EthicalAfrica,BallouxFrancois,1
Faith71255959,ChrisWickNews,1
FaisalAMalik3,nypost,1
Fady54310697,CCDHate,1
FabulousMrsFox,simondolan,1
FUNNAGAN,SputnikInt,1
FNilooban,ChrisWickNews,1
FLmomma104,GeoRebekah,1
FLYMAN543,NatGeoMag,1
FLAutismMom,FLAutismMom,1
F1Novice,acko50,1
EyeswideQ,ChrisWickNews,1
ExterminateDebt,HowleyReporter,1
Expectallgood,CNBCtech,1
ExemptMask,StopNewNormal,1
EwesmomL,masuruha2,1
Everclear2020,HowleyReporter,1
EvansStef_UNLV,CCDHate,1
EvanWCraig,richardursomd,1
EvanTylerRsDad,Mikanojo,1
EuleneTwin,TeamTrump,1
Eugene20021984,DebarringtonH,1
DonnaKuntz7,StoneSt93969905,1
DonnaHa65608314,marklevinshow,1
DonnaGirard6,JosephJFlynn1,1
DagmarBleasdale,eileeniorio,1
DanDs435,LotusOak2,1
DanAuito,SexCounseling,1
Dan37366342,KimonaQ,1
DamonMurphy1,DebarringtonH,1
Damian_Rosario,Quicktake,1
DalitsUnite,Scimitar_SS,1
Daisyville,revcarth,1
Daisyville,GeoRebekah,1
Daisiemse,GeoRebekah,1
DagoGar72847060,realDonaldTrump,1
Dagmadr,Nigel_Farage,1
DSapience,DebarringtonH,1
DaddyPi55788501,Columbanus13,1
DadAbsurd,LouannFayter,1
DadAbsurd,FloridaRepNY,1
DabblingDavid,coolhandfluke76,1
Da_Wilderog,simondolan,1
DaUglyTruth100,Quicktake,1
DaDank215,RussellOkung,1
D_energy2000,DrMadej,1
DUVALLLLL,Quicktake,1
DTG100459,jdouglaslittle,1
DanGQStyles,DanGQStyles,1
DanKlink1892,JosephJFlynn1,1
DanPapineau,FreedomFlowers4,1
DanSilv56084248,BusyDrT,1
Data_Coach,HowleyReporter,1
Dat1oneGuy,nypost,1
Daryl16519C,eileeniorio,1
DarwinsSoRight,realDonaldTrump,1
Darpigg,DrMadej,1
DarlaShine,and_kell,1
Darktolight777,Preciouslindy,1
DareToBeGreater,DareToBeGreater,1
DarSmith1791,ChrisWickNews,1
Dar46607545,CryptoBull2020,1
DaphneHopeLee,ZubyMusic,1
Dannymc5,goodwithneedles,1
DannyGiles62,pixelbred,1
Danndelyon,realDonaldTrump,1
DanielJSmithHI,gtconway3d,1
DanielJFranco1,realDonaldTrump,1
DanielJ94268392,marklevinshow,1
DanielBrosnan11,gtconway3d,1
DangerousAbout,TheTurtleClub,1
DanVanRN,Napoleon1796,1
DanTollis,ChrisWickNews,1
DShepYEG,RachelNotley,1
DR82987890,marklevinshow,1
DaveSandtoft,simondolan,1
CryptoKn19ht,keryn_1,1
Cynthia88322059,realDonaldTrump,1
CydonianSeaRats,CryptoBull2020,1
CyclopticOwl,TeamTrump,1
CyberpunkRosary,DebarringtonH,1
CurtisCorneliu7,DrMadej,1
CurrellCole,marklevinshow,1
CurlyKam00,CryptoBull2020,1
CubsTw1tter,Athletics89,1
Ct47149044,realDonaldTrump,1
Crystal_Maidenn,StopNewNormal,1
CryptoGuy_db,CryptoBull2020,1
DParapurath,Nigel_Farage,1
CryptoBoyBR1,BusyDrT,1
Crowebar_67,RealCandaceO,1
Cromwell_MM,Cromwell_MM,1
CrikeyReally,ChrisWickNews,1
Cricket708890,richardursomd,1
CrazyCatRescuer,Preciouslindy,1
CrazyArmsFilant,ZubyMusic,1
CrashingNight,richardursomd,1
CranstonMalcolm,realDonaldTrump,1
CraigSo76502156,Nigel_Farage,1
CynthiaSchaeffe,BusyDrT,1
CzapGinny,marklevinshow,1
CzarchasmE,CzarchasmE,1
D19223,nypost,1
DOLFANKEV,GeoRebekah,1
DMofozi,Nigel_Farage,1
DLaszczuk,richardursomd,1
DJxls94,ZubyMusic,1
DJimmyJamm,realDonaldTrump,1
DJTTruth,and_kell,1
DJRhfx,richardursomd,1
DJAlexBonez,CryptoBull2020,1
DIGITLSPARTN,Nigel_Farage,1
DIGITALDECODED1,TruthBegetsLife,1
DFriedman005,thereal_truther,1
DFox40416132,GeoRebekah,1
DEBORAHDUNNIN19,GeoRebekah,1
DDstermann,realDonaldTrump,1
DDawgly,CCDHate,1
DDUBsItalianGrl,masuruha2,1
DDGaddis,TWIT_ANTHONY,1
DCudry,GrannySue_2020,1
DCalewarts,GeoRebekah,1
DBelardoMD,CCDHate,1
DA_DA6030,ABC,1
DaveLiberty3,Nigel_Farage,1
DaveyDee45RPM,BallouxFrancois,1
DonnaGallipeau,GeoRebekah,1
DirtyOrta,Candy_Slice_,1
DivinaMarketera,RealCandaceO,1
DiviCura,NeilFlochMD,1
DiverDown25,realDonaldTrump,1
DitullioMary,BusyDrT,1
DithYoder,DebarringtonH,1
Dita08962013,TeamTrump,1
Displacer_Beast,nypost,1
DisneyFam12,eileeniorio,1
DiseaseGuy,DiseaseGuy,1
DirtyOrta,melitha_russell,1
Directory420com,FreedomFlowers4,1
Dforrest1963,DrMadej,1
DinahGross,masuruha2,1
DigbyKale,BusyDrT,1
DickiebirdBrown,simondolan,1
DianneAbacus,simondolan,1
DianewasHR,StopNewNormal,1
DianeLong22,KimonaQ,1
DianeBernaerts,realDonaldTrump,1
DianaOrrock,sallyKP,1
Di79389789,marklevinshow,1
Di40949841,gtconway3d,1
Division172,Nigel_Farage,1
DiwestDi,JosephJFlynn1,1
DixT3,ABC,1
Djwoodall1984,CryptoBull2020,1
DonnaBa32369156,DebarringtonH,1
DonnaAcree1,realDonaldTrump,1
Donna2Day,marklevinshow,1
DoneDirtCheap12,Preciouslindy,1
Donaldtowle2,maleflightnurse,1
Donaciano121,TeamTrump,1
DonSuths88,KETV,1
DonLaugas,Quicktake,1
DonCKissick,ZubyMusic,1
Don64796901,BusyDrT,1
Dominic71672487,ChrisWickNews,1
DomTopPupNutz,bgslave,1
DollyMa99,DailyCaller,1
DogGuruji,eileeniorio,1
Doceallaigh85,TeamTrump,1
DocMCohen,jonathanstea,1
DocLisa6,HowleyReporter,1
DocHydrogen,richardursomd,1
DocDruCinCity,DrMadej,1
DoYourOwnResea4,DrMadej,1
DoNothing69,Nigel_Farage,1
Dharman42495344,realDonaldTrump,1
DeweyJOwens,marklevinshow,1
David24037429,Trumpsta17,1
DawnMW27,BusyDrT,1
DebbieE46116279,simondolan,1
DebHolloway,RachelNotley,1
DeanLeo94291878,Preciouslindy,1
DeanFiorini,DebraBl54708148,1
DeanDoNotFear,Nigel_Farage,1
DePlorableNOC,marklevinshow,1
DbDboot77,AndrewYang,1
Dayvidhando,ZubyMusic,1
DaynaTeaches,TeamTrump,1
Dawnarti,HowleyReporter,1
DavyOldsoul,EOTStormPodcast,1
DewayneArmstro9,gapestate1,1
Davko29965925,HowleyReporter,1
DavisVal6,nypost,1
Davies39473401,k_klo224743370,1
DavidNJenn3,RealCandaceO,1
DavidLostInLA,GeoRebekah,1
DavidLeeRitter,CryptoBull2020,1
DavidKaufmanfl,GeoRebekah,1
DavidCosloff,ZubyMusic,1
DavidCTorres2,CCDHate,1
DavidArciero,21Cenzo,1
DebbieJ42272821,simondolan,1
DebbieKimball15,gtconway3d,1
DebbieM85012349,realDonaldTrump,1
DebbieSVA,RealCandaceO,1
Destroyer4203,ChrisWickNews,1
DesiresTacos,gtconway3d,1
DerickTashi,nypost,1
DerekWh83658379,Nigel_Farage,1
Denisef22501126,Preciouslindy,1
DeniseMuniz57,GeoRebekah,1
DemsAbroad,GeoRebekah,1
DemonsDestroyer,DailyCaller,1
Demi_Chimera,AndrewYang,1
DeliveringAlpha,CNBCtech,1
Delaluna5321,BusyDrT,1
DeirdreKirk,Preciouslindy,1
DefconQteam,pussycattrolll,1
DecstarPlayz,DogmanOW,1
Decsmith1967,ChrisWickNews,1
Debrabritton16,ChrisWickNews,1
DebraMathonia,masuruha2,1
Deborah57827083,GeoRebekah,1
Debbiemazzocch1,realDonaldTrump,1
DebbieStuart16,FreedomFlowers4,1
DebbieSVA,realDonaldTrump,1
FoxSurvivor,gtconway3d,1
FragmentedSoul5,DrMadej,1
TSoochin,DrMadej,1
Ik8fMPzySQzBmB2,realDonaldTrump,1
Indiana_Austin,Rbenavidez4,1
Indiana_Austin,FriendlyJMC,1
IncubusAlan,FreedomFlowers4,1
InVestINmEe,TheNWOisHERENOW,1
ImtinyrickL,tstorm83_13,1
ImpeachmentOf,Langnell74,1
ImmortalMelani1,ZubyMusic,1
ImTheMomThatsW1,DebarringtonH,1
ImMrNoMask,sallyKP,1
ImLovingItAll,TeamTrump,1
Igiveit2UGod,StopNewNormal,1
InfinateWisdom,is_issie,1
Ifeanyi48920824,TeamTrump,1
IdleBoast,USlasher,1
IconOkee,HowleyReporter,1
IanStockport,dmchattie99,1
IanQPublic,DrMadej,1
IanMCohen,realDonaldTrump,1
IanChase67,simondolan,1
IanAldr93161595,simondolan,1
Iamconk2020,FreedomFlowers4,1
INS54084756,My2cents17,1
Indiana_Austin,WoulfeBottle,1
InfiniteAgera,simondolan,1
Frakis21,Goodmoringmm,1
Isabel1170,Steve4Trump2020,1
J47130015,Darth_Demon,1
Iworknightshift,KimonaQ,1
Ivy74338290,eileeniorio,1
Ivonne24,kekedoyoulove45,1
Ivonne24,CNBCtech,1
Ivan77493295,FreedomFlowers4,1
Itz_OmaaaR,ABC,1
ItsMeTheRealAWP,GeoRebekah,1
ItalianPolish,Nigel_Farage,1
IshereMame,Mikanojo,1
IrvanTownsend,joycers2865,1
InfinitePFilms,InfinitePFilms,1
Irma_Spikeymama,DebarringtonH,1
IrishPatty54,gtconway3d,1
IrinaSc05920466,realDonaldTrump,1
IreneBu62640342,StopNewNormal,1
Ira04658192,daweidub,1
Ira04658192,AndrewYang,1
IntrepidWarrior,nypost,1
InnerVitality1,masuruha2,1
InnerBanX,Chesschick01,1
Ingelein7,realDonaldTrump,1
IHateTheRealDo1,sanaonline__,1
ICant70,ebluribus,1
IBAConservative,KimonaQ,1
HelphingstineJ,GeoRebekah,1
Hideez39,Wheres_My_Plane,1
HezekiahClevel2,Quicktake,1
Heurak,DebarringtonH,1
HerqPunish,HerqPunish,1
HeringtonDaryl,ABC,1
HereToNotFear,ChrisWickNews,1
HerbsandDirt,ObamaIsPres,1
HerbSpeaks,Joshuafairchild,1
HenryPorter2020,JosephJFlynn1,1
HenryForemost,realDonaldTrump,1
HelpBeat_Cancer,ZubyMusic,1
IAmStelsB,ZubyMusic,1
HelloTeamTrump,masuruha2,1
HelloTeamTrump,HowleyReporter,1
HelenEBedford,troydee,1
HelenCreamer4,realDonaldTrump,1
HeidiTruth,realDonaldTrump,1
Heidi04269482,realDonaldTrump,1
Heather63820605,realDonaldTrump,1
HeathenOnEarth_,Nigel_Farage,1
HealthySkeptik,brianlilley,1
Haydenflynn,Geziandme,1
HillLisaK,willemhilton7,1
Hitch41418076,JosephJFlynn1,1
HoaRuby7,realDonaldTrump,1
Hoglitosis,ARDye71,1
IAmMargoGrant,JosephJFlynn1,1
IAmJeffWebster,gtconway3d,1
HwdNumber1Rat,Shanghaianddry,1
HuppiJenni,realDonaldTrump,1
HumanSyncPoint,AndrewYang,1
HulklingAwYeah,Mickkie,1
HulitKaren,gtconway3d,1
HughMatheny,KimonaQ,1
HughMacIntyre6,marklevinshow,1
Hudson_Boii,Quicktake,1
Hsinien,TeamTrump,1
HowellRobson,TeamTrump,1
House_of_Henke,richardursomd,1
HouseOfRealNews,DrMadej,1
HortonMills1,gtconway3d,1
HorseBarry,DrMadej,1
HornitoDog,DebarringtonH,1
HoodedDemonLP,socialismfrog,1
HonestReason,ChrisWickNews,1
Homeoffree61,Chesschick01,1
Hoglitosis,lovethebacchus,1
J47130015,johnpavlovitz,1
JABenson_Author,RachelNotley,1
JBaguncado,gtconway3d,1
Jamesf9875,CryptoBull2020,1
JamielShawAunt,GeoRebekah,1
Jamie66158199,simondolan,1
Jamie66158199,LLastic,1
JamezCh,williamlegate,1
JamezCh,kdunks87,1
JamezCh,eisner_greg,1
JamezCh,LokiGhostof,1
JamezCh,JolieReinhardt,1
Jamestcanad1an,brianlilley,1
Jamesheydorn1,ChrisWickNews,1
James__1,gtconway3d,1
JadedSceptic,florinvio,1
JamesTh92746818,FreedomFlowers4,1
JamesRuport,ChrisWickNews,1
JamesJonesGIFS1,kayjay324,1
JamesDelingpole,simondolan,1
JamesCook88,ChrisWickNews,1
JamesCh41973120,realDonaldTrump,1
JamesB007s,CryptoBull2020,1
James43427078,realDonaldTrump,1
James04671873,gtconway3d,1
JamChrisJoy,DebarringtonH,1
JamilMu66448666,DrMadej,1
Jamshid59913930,TeamTrump,1
JanFrye,realDonaldTrump,1
JanLillemo,DebarringtonH,1
JazmineJeep,JosephJFlynn1,1
JayneLoganMxxx,DrMadej,1
Jayla50840242,richardursomd,1
JayLPhil,LilburnLA,1
JayJay35207240,TheAtlantic,1
JayCrypto12,Lover_of_puns,1
Jay93069455,Pcox57704507,1
JaxinSac,beaner716,1
JavelinStrike6,TeamTrump,1
JasonTGill,k_klo224743370,1
JasonMendoza,realDonaldTrump,1
Jantxnc,marklevinshow,1
JannusWilhelmus,gtconway3d,1
JanineWhiteley1,simondolan,1
Janine1Thess59,DrMadej,1
JanetteValenti9,HowleyReporter,1
JanetteR302,JosephJFlynn1,1
JanetsPlanet123,CryptoBull2020,1
JaneMorganStar,KelseyR30329626,1
Jane84132133,GeoRebekah,1
Jane18781448,realDonaldTrump,1
JakemanORipple,simondolan,1
JadedSceptic,CovidSerology,1
JBoorstin,CNBCtech,1
JLRoss5,JLRoss5,1
JSDH_S,WhatsHa49898368,1
JSB01219230,realDonaldTrump,1
JRE909,iheartmindy,1
JPJ14717086,RealCandaceO,1
JOSHUAJREYNOLD1,gtconway3d,1
JOSEPHRHAMMOND1,JosephJFlynn1,1
JN_Owens,AndrewYang,1
JN_Bespoke_Fit,simondolan,1
JMFROX,gtconway3d,1
JLoons20,ZubyMusic,1
JJiXxM0xMfRL5Tv,DrMadej,1
JadedSceptic,Alannah223,1
JJayUSMC,Preciouslindy,1
JJROGERS925,Sunshin22894539,1
JIvanirodrigues,TeamTrump,1
JHBoulware,gtconway3d,1
JFabianGuilllen,RealCandaceO,1
JETSALLDAY24XX,ZubyMusic,1
JEREMYBURMEISTE,PorcelainTear,1
JEFERSONFREPRES,ChrisWickNews,1
JDub9911,AdamMcCreary,1
JDS9952398,richardursomd,1
JSDH_S,marko_shirt_guy,1
JThe0philus,RealCandaceO,1
JTrentkemp1,KimonaQ,1
JTwardosky,HowleyReporter,1
JadeVanCleeren,ZubyMusic,1
JacquieKyle,simondolan,1
JacquiBowling,simondolan,1
Jacquel26425332,realDonaldTrump,1
Jacobprince32,DailyCaller,1
JaclyneParese,Nigel_Farage,1
JaclynHord,masuruha2,1
JacksonWinslow3,Athletics89,1
Jackied263,sallyKP,1
Jackied15846926,StopNewNormal,1
JackieYSoto,FlagGazer,1
Jackie67728382,simondolan,1
Jack_Wilcox_57,gtconway3d,1
JackHodgson7,BallouxFrancois,1
JaRon_SA,Lulux96918819,1
J_Bloodworth,BallouxFrancois,1
JUden99606580,JUden99606580,1
JUZT1CE4ALL,sanaonline__,1
JUZT1CE4ALL,realDonaldTrump,1
JUANITA85066138,TeamTrump,1
JTwinninger,ChrisWickNews,1
HaveDreams777,pussycattrolll,1
Havasubum1My,realDonaldTrump,1
HautzKaren,ChrisWickNews,1
GaryWil16148869,AndrewYang,1
Gcolquhoun2,k_klo224743370,1
GazP77,maxthelionx,1
GayleneSass,CryptoBull2020,1
GayeHawkes,FreedomFlowers4,1
GayeGaither,realDonaldTrump,1
GayeFreeman8,DebarringtonH,1
Gawg20,ZubyMusic,1
GavinHarrill,DrMadej,1
GattisRonald,marklevinshow,1
Gary_SDL,Nigel_Farage,1
GaryJoh53856144,JosephJFlynn1,1
GabsMike,masuruha2,1
Gary49943741,nypost,1
Gary20503520,Julia53166191,1
Gary15358179,JosephJFlynn1,1
GariepyEB,realDonaldTrump,1
GargamelAzrael1,richardursomd,1
GargamelAzrael1,DrMadej,1
GardeniaCoast,gtconway3d,1
Gardengirl231,JosephJFlynn1,1
GarbanzoGarage,realDonaldTrump,1
GapaoRices,alexstein99,1
GedlingHarry,marklevinshow,1
GeecJohn,RachelNotley,1
Gekdorp,JohnRMoffitt,1
GemmaBa38467985,ChrisWickNews,1
GiannisMitropo3,Nigel_Farage,1
Ghosteen2,masuruha2,1
Ghost56636874,CCDHate,1
GhassanDream,SputnikInt,1
Gggggggggglop,Gggggggggglop,1
Geziandme,Haydenflynn,1
GerryCantley,BallouxFrancois,1
GerberdingL,AndrewYang,1
GeraldineDoraz2,gtconway3d,1
Geraldi97350837,Preciouslindy,1
George_Gaillard,MALlCE_,1
GeorgeC83765992,RealCandaceO,1
GeorgeB58230798,TeamTrump,1
GeodanNew,simondolan,1
GeoQma,FreedomFlowers4,1
GeniaLeonard14,Preciouslindy,1
GeneticLunacy,DrMadej,1
GeneralSnowe,ZubyMusic,1
Gen_Z_Murican,Preciouslindy,1
Gemmy371,RealCandaceO,1
GemmaSm23979244,ChrisWickNews,1
GaertnerMarla,realDonaldTrump,1
Gabi4Trump,Nigel_Farage,1
Gigaspec1,richardursomd,1
FreddieEastwoo2,DebarringtonH,1
FuTwatter4,FuTwatter4,1
FruitThugg,carolinasassie,1
